"# export_metadata: {""exported_at"": ""2026-08-27T12:27:57Z"", ""skill"": ""iran-chem-database@2.21.1 (clawhub: @orionshaowswmw/iran-chem-database)"", ""workspace_router_models"": ""9 providers / 767 models (tools/router.py fleet)"", ""rows"": 1399, ""confirmed_organic"": 1399, ""organic_gate"": ""carried from PubChem/RDKit-verified seed for seed-sourced rows; structure/formula first for all live rows (organic_status=true)"", ""unique_cids"": 1352, ""inchikey_merged_alt_cids"": 10, ""rows_flagged_cas_cid_conflict"": 23, ""cas_cid_conflict_meaning"": ""row CAS resolves in PubChem to a CID set that does not include the row CID — inherited from supplier catalogue data; flagged for human review, not silently edited"", ""unique_inchikeys"": 1352, ""rows_with_cas"": 705, ""rows_with_canonical_smiles"": 1029, ""rows_with_evidence_url"": 1315, ""input_rows_by_source"": {""seed_2026-08-25"": 1041, ""seed_2026-08-24"": 1068, ""live_web_catalogue"": 114, ""live_telegram_listing"": 349, ""ai_model_fleet"": 615, ""wayback_archived_pages"": 0}, ""rejected_rows"": 225, ""model_fleet_normalization"": {""pass"": {""titles"": 2400, ""pubchem_confirmed_names"": 1825, ""confirmed_unique_cids"": 505, ""multi_model_agreement"": 403, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p2"": {""titles"": 3200, ""pubchem_confirmed_names"": 110, ""confirmed_unique_cids"": 53, ""multi_model_agreement"": 23, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p3"": {""titles"": 2500, ""pubchem_confirmed_names"": 130, ""confirmed_unique_cids"": 57, ""multi_model_agreement"": 17, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}}, ""model_fleet_rule"": ""model answers accepted ONLY when PubChem confirms the identity; disagreement -> left unresolved, never guessed"", ""composition_top"": {""seed_2026-08-24 + seed_2026-08-25"": 496, ""ai_model_fleet"": 197, ""seed_2026-08-25"": 136, ""ai_model_fleet + seed_2026-08-24 + seed_2026-08-25"": 116, ""seed_2026-08-24"": 92, ""ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 87, ""live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 81, ""ai_model_fleet + live_web_catalogue"": 35}, ""pipeline"": ""seed baseline + 2026-08-27 LIVE crawl (Telegram full-history mirror, public WooCommerce Store API, WP product sitemaps, Wayback CDX enumeration for geo-blocked .ir catalogues) -> skill parsers -> grade policy -> ChemicalValidator (RDKit/PubChem/CAS checksum) -> organic gate (structure first) -> model-fleet normalization (5 providers, PubChem-confirmed only) -> CID dedupe -> provenance_hash"", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in public Iranian supplier catalogues/channels reachable from this sandbox. NOT a national census; NOT complete; product page presence is not proof of stock. Coverage of the configured crawl is reported in coverage_report.json."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""skill seed iran_organic_molecules_catalogue_verified_2026-08-25.csv""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,alt_cids,cas_cid_conflict,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,category_source,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",Methylisoeugenol,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene; Methylisoeugenol",,637776,,,NNWHUJCUHAELCL-SNAWJCMRSA-N,C11H14O2,178.23,C/C=C/C1=CC(=C(C=C1)OC)OC,confirmed_organic,organic_reagent,,research,Telegram: minatajhiz + t.me/minatajhiz,Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified,https://t.me/s/minatajhiz,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",existing skill export,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,92f15195e865b278b8e8427a3f9d99a122be4aebdb010b868ec50a36f97e0fdb
"1,2-diphenylguanidine",Diphenylguanidine,,,7594,,,OWRCNXZUPFZXOS-UHFFFAOYSA-N,C13H13N3,211.26,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,confirmed_organic,organic_reagent,,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/172,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2017-11-01,15032291897b385c8e98041e9f0e2a3f99b63450ff1824732d46e610626d5a12
"1,2-xylene",,,,7237,,,CTQNGGLPUBDAKN-UHFFFAOYSA-N,C8H10,106.16,,confirmed_organic,polymer_or_material,derived:supplier_platform,,Iran Petrochemical,ai_normalized,,https://iranpetrochemical.net/product/o-xylene-2/,o xylene 2,model_fleet+pubchem,ai_model_fleet,2026-08-27,7f82dabebd1d36b63965064442323099e5edae17d462710c22aa921696ffbe25
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","1,8-Cineole",,470-82-6,2758,,,WEEGYLXZBRQIMU-UHFFFAOYSA-N,C10H18O,154.25,CC1(C2CCC(O1)(CC2)C)C,confirmed_organic,fragrance_or_aroma,,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/3916,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2017-09-04,48122dbab130b5bc047efb8250505aab3ed05365e717f784a8a85c80f310c479
"1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane",Hexamine,"1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane; Hexamine",100-97-0,4101,,,VKYKSIONXSXAKP-UHFFFAOYSA-N,C6H12N4,140.19,C1N2CN3CN1CN(C2)C3,confirmed_organic,organic_reagent,,research,DigiShimi; Mojallali Group; telegram:ATRmedShop + t.me/ATRmedShop,Iranian online chemical shops|ai_normalized|telegram,product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/652,"هگزامین || هگزا متیلن تترا آمین

‌‏⁧ ‌‌‏‌محصولات مرک المان اصل را از ما بخواهید.

 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌
‌ 
‌
 ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱
‌
 📱 موبایل: 09120549893

 🌐 لینک محصول :

 https://atrmed.com/produc",router_title_normalization,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,4b796f4c9ade8d62cb100ecf1d27885c66e3cb0db3ef8eb0bcdcb603b1a39086
"1,3,5-triazinane-2,4,6-trione",,,,7956,,,ZFSLODLOARCGLH-UHFFFAOYSA-N,C3H3N3O3,129.07,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/ChemIranSanat,ai_normalized,,https://t.me/ChemIranSanat/1136,"شیمی سم سیانید (سیانور)
خیلی سریع اکسیژن رسانی را دربدن از طریق تداخل در آنزیم سیتوکروم اکسیداز متوقف و منجر به مرگ میشود.
در صورت مسمومیت با سیانور نیتریت ها اثر سیانور را ازبین میبرند

 🆔 @ChemIran1",model_fleet+pubchem,ai_model_fleet,2026-08-27,a37300ae15d3867d5464e60ffbb8e26b887e823c64db07fcb281b26f778597da
"1,3,5-triazine-2,4,6-triamine",Melamine,"1,3,5-triazine-2,4,6-triamine; Melamine",108-78-1,7955,,,JDSHMPZPIAZGSV-UHFFFAOYSA-N,C3H6N6,126.12,C1(=NC(=NC(=N1)N)N)N,confirmed_organic,organic_reagent,,research,Fardad Shimi; Telegram: ChemIranSanat + t.me/ChemIranSanat,Iranian online lab-chemical shop | Iranian supplier Telegram catalogue|ai_normalized|telegram,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/ChemIranSanat/1905,"1,3,5-triazine-2,4,6-triamine | ملامین MERCK | ... || M2659 Aldrich
2,4,6-triamino-1,3,5-triazine (Melamine)
100g ×2
 🛩 واردات مسافری

 🔜 موجود و آماده تحویل
 ⚗ پک دوم خرده فروشی نیز دارد حتی در حد یک واکنش
 ✅ شیمیران صنعت فقط اصلی

 ❓ قیمت و سفارش 👇 

Admin 🆔 @ChemIranAdmi || 006123 Exir
Melamine, ",existing skill export | router_title_normalization,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,abf8ab795c1ee79d374b5e5eb34427102fb689198c310ad245c827fe0ec07482
"1,3,7,9-tetrachloropurine-2,6,8-trione",,,,18387139,,,SJZBZCWMWLQGBV-UHFFFAOYSA-N,C5Cl4N4O3,305.9,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/tetrachlorouric-acid-3-water-99.html,tetrachlorouric acid 3 water 99,model_fleet+pubchem,ai_model_fleet,2026-08-27,97829967244c4931a041566f8e06aa7b6d3d103a35a080bdf99bf8c3bf8ef0f1
"1,3,7-trimethylpurine-2,6-dione",Caffeine,"1,3,7-trimethylpurine-2,6-dione; Caffeine",58-08-2,2519,,,RYYVLZVUVIJVGH-UHFFFAOYSA-N,C8H10N4O2,194.19,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,confirmed_organic,secondary_metabolite_or_natural_product,,research,TamadKala; Telegram: ChemIranSanat,Iranian online research/chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://tamadkala.com/product/74876/%DA%A9%D8%A7%D9%81%D8%A6%DB%8C%D9%86,"1,3,7-trimethylpurine-2,6-dione | کافئین | کافئین extra pure نوترون",existing skill export | explicit_category_supplement | router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,c848fb0faab891cd1a7dc886e7300f565642b57d9f8307bb28d4b2848aee5533
"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione",Dmdm-hydantoin,"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione; Dmdm-hydantoin",,22947,,,WSDISUOETYTPRL-UHFFFAOYSA-N,C7H12N2O4,188.18,CC1(C(=O)N(C(=O)N1CO)CO)C,confirmed_organic,cosmetic_raw_material,,,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/cosmetic-materials,Dmdm-hydantoin,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,e7e60fd3cf71b342df9bdf9441d906cfe56e1680cd798e1301af0d6a3e4dce1f
"1,3-diazinane-2,4,6-trione",,,,6211,,,HNYOPLTXPVRDBG-UHFFFAOYSA-N,C4H4N2O3,128.09,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop,ai_normalized,,https://t.me/ATRmedShop/437,"باربیتوریک اسید برای سنتز 
باربیتوریک اسید برای سنتز یک ترکیب آلی است که براساس اسکلت هتروسیکلیک پیریمیدین ساخته شده است. باربیتوریک اسید پودر ...
برای ادامه مطالب، مشاهده و خرید آنلاین این محصول به لینک زیر مراجعه فرمای",model_fleet+pubchem,ai_model_fleet,2026-08-27,38ae887f5b4d5928109dcd33a02217047bd2c065781dc7ecd4c5bd83fdfb4eae
"1,3-dimethylurea",,,,7293,,,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,C3H8N2O,88.11,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/buy-dimethyl-urea.html,buy dimethyl urea,model_fleet+pubchem,ai_model_fleet,2026-08-27,0e661911fa648ddd1fddea09faaffca028f11ce7bd07814c2c91f419edb6484f
"1,3-diphenyl-2-benzofuran",,,,21649,,,ZKSVYBRJSMBDMV-UHFFFAOYSA-N,C20H14O,270.3,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/13-diphenylisobenzofuran.html,13 diphenylisobenzofuran,model_fleet+pubchem,ai_model_fleet,2026-08-27,6373638af4141d1a2b8f93d61f6e191516e5fe2b65b5cb228d1d91882ccf422f
"1,3-diphenylpropane-1,3-dione",Dibenzoylmethane,"1,3-diphenylpropane-1,3-dione; Dibenzoylmethane",,8433,,,NZZIMKJIVMHWJC-UHFFFAOYSA-N,C15H12O2,224.25,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,confirmed_organic,organic_reagent,,research,Telegram: minatajhiz + t.me/minatajhiz,Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified,https://t.me/s/minatajhiz,"1,3-diphenylpropane-1,3-dione",existing skill export,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,26ed7316fe8e96f112ac8c169bb70d82b9b1b9a74ba847ed8fbcfd9dddeaac1b
"1,4-diazabicyclo[2.2.2]octane",Dabco,"1,4-diazabicyclo[2.2.2]octane; Dabco",280-57-9,9237,,,IMNIMPAHZVJRPE-UHFFFAOYSA-N,C6H12N2,112.17,C1CN2CCN1CC2,confirmed_organic,organic_reagent,,research,Telegram: ChemIranSanat; Telegram: IranChemicals + t.me/ChemIranSanat + t.me/IranChemicals,Iranian supplier Telegram catalogue|ai_normalized|telegram,listed_not_current_stock_verified,https://t.me/IranChemicals/31153,"1,4-diazabicyclo[2.2.2]octane || 🔴 #فروش 


 ✅ TEDA crystal 
TriEthyleneDiAmine
تدا
پودر کلوخه سفید کاتالیست استاندارد و بسیار پرمصرف پلی یورتان

 ✅ TIPT
تترا ایزوپروپیل تیتانات 
چینی ۱۹۰ کیلویی
انبار باسط 
کاتالیست استریفیکاسیون 
برای تولید پلی استر پل",existing skill export,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,51951e757f256c4266b5a2de5bc9025e19e16a46fd93c7c41a746de7da25f78c
"1,4-diethylbenzene","1,4-Diethylbenzene",,105-05-5,7734,,,DSNHSQKRULAAEI-UHFFFAOYSA-N,C10H14,134.22,CCC1=CC=C(C=C1)CC,confirmed_organic,organic_reagent,,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1439,"32018 Sigma-Aldrich 1,4-Diethylbenzene analytical standard موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1",ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2018-05-06,af8618e991b6259cf10de26f46bf2306e88c9dba7441fc148c9c9796e96a1c2f
"1,4-dioxane","1,4-Dioxane","1,4-dioxane; 1,4-Dioxane",123-91-1,31275,,,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C4H8O2,88.11,C1COCCO1,confirmed_organic,organic_reagent,,research,Shimi Merck + TamadKala,Iranian online wholesale/lab shop|ai_normalized,product_page_listed_not_current_stock_verified,https://shimimerck.ir/1-and-4-dioxan-103132.html,41 دی اکسان extra pure نوترون | ... | 41 دیاکسان dry نوترون 2 | ... | 41 دیاکسان hplc نوترون | ... || 1 and 4 dioxan,router_title_normalization,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,29fee54c01aaa771889a7ed1f581ed96f57057f5c2f1a38346e6f26c568fdc28
"1,4-xylene",,,,7809,,,URLKBWYHVLBVBO-UHFFFAOYSA-N,C8H10,106.16,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/IranChemicals + t.me/Maran_Tejarat_Eshen,ai_normalized,,https://t.me/Maran_Tejarat_Eshen/96,"🔆 جادوی غول آروماتیک در هاب پتروشیمی؛
سال «طلایی» تولید، سودآوری و فروش «بوعلی» رقم خورد/ پیش راه اندازی «پارازایلین» بوعلی آغاز شد

 💎 به گزارش «شاپا» به نقل از پتروشیمی بوعلی‌سینا، «محمد رحیمی پور» با بیان اینکه «در ۹ || فروش ویژه پترو رزین C5 هایکرز 1100 کره #ماران_تجارت_اشن 
021-22799285,95
0912",model_fleet+pubchem,ai_model_fleet,2026-08-27,d45cc8952e42d084e7f92d1ae7219a82e092c33abfaab1531bcc174ef8b1521a
"1,5-dimethyl-2-phenylpyrazol-3-one",,,,2206,,,VEQOALNAAJBPNY-UHFFFAOYSA-N,C11H12N2O,188.23,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/antipyrine-powder.html,antipyrine powder,model_fleet+pubchem,ai_model_fleet,2026-08-27,42697975b381f9b419902838609ac561badeea7e6e58598ac85d1ee7ee535a83
"1,6-diisocyanatohexane",,,,161607,,,YXRKNIZYMIXSAD-UHFFFAOYSA-N,C24H36N6O6,504.6,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/Maran_Tejarat_Eshen,ai_normalized,,https://t.me/Maran_Tejarat_Eshen/653,"#هاردنرپلی_اورتان #دزمادور N75

دزمادور N75 نوعی رزین پلی ایزوسیاناتی آلیفاتیک بر پایه HDI است، که به عنوان هاردنر در سیستم های پلی اورتان استفاده می شود.این ماده که دارای مزایای کاربردی متعددی است که برخی از آنها بصورت",model_fleet+pubchem,ai_model_fleet,2026-08-27,1132b183087f25d2f95a1535db6df5668c169cd3e642f4e8854fc4d01d51ad9c
"1,6-diisocyanatohexane",Hexamethylene diisocyanate,"1,6-diisocyanatohexane; Hexamethylene diisocyanate",822-06-0,13192,,,RRAMGCGOFNQTLD-UHFFFAOYSA-N,C8H12N2O2,168.19,C(CCCN=C=O)CCN=C=O,confirmed_organic,organic_reagent,,research,Telegram: minatajhiz + t.me/minatajhiz,Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified,https://t.me/s/minatajhiz,"1,6-diisocyanatohexane || ماده شیمیایی هگزا متیلن دی ایزوسیانات محصول کمپانی مرک آلمان که جزء واردات شرکت مینا تجهیز آریا می باشد. نام های دیگر این محصول : 1,6-Diisocyanatohexane می باشد. CAS: 822-06-0 EC Number: 212-485-8 @minatajhiz_aria",existing skill export,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,6cf2e383721a9ea066f5e38d2b931b7e632b5c32e538c42b4d348947d4e85076
1-(2-hydroxyphenyl)ethanone,1-(2-hydroxyphenyl)ethanone,,118-93-4,8375,,,JECYUBVRTQDVAT-UHFFFAOYSA-N,C8H8O2,136.15,CC(=O)C1=CC=CC=C1O,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/511,Tetramethylbenzidine (TMB) | پودر سوبسترا TMB ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول: https://atrmed.com/product/%d8%b3%d9%88%d8%a8%d8%b3%d8%aa%d8%b1%d8%a7%db%8c-tmb/ #اثل_طب,router_batch+pubchem,seed_2026-08-25,2026-08-25,fcc8f192534f38cd82a71eb13ea6837ad6be04a0b1436743977c1b4fc9c020fb
"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea",Gliclazide,"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea; Gliclazide",,3475,,,BOVGTQGAOIONJV-UHFFFAOYSA-N,C15H21N3O3S,323.4,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,confirmed_organic,pharmaceutical_or_api,,research,BehChin Chemi Pharmed; Temad,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,Gliclazide,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,08275a29876c8c14d3ee261c16b6f3be7fc27da8883b2dd3cf0ac45d48de6422
1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol,Carvedilol,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol,,2585,,,OGHNVEJMJSYVRP-UHFFFAOYSA-N,C24H26N2O4,406.5,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,confirmed_organic,pharmaceutical_or_api,,research,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,Carvedilol,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,d238ae991c244822849c4d4380280f3450a9e865faa98f7df6781b203d7379a5
1-(bromomethyl)-2-phenylbenzene,1-(Bromomethyl)-2-phenylbenzene,1-(bromomethyl)-2-phenylbenzene; 1-(Bromomethyl)-2-phenylbenzene,,263365,,,SEXZHJJUKFXNDY-UHFFFAOYSA-N,C13H11Br,247.13,C1=CC=C(C=C1)C2=CC=CC=C2CBr,confirmed_organic,organic_reagent,,research,Telegram: ChemIranSanat + t.me/ChemIranSanat,Iranian supplier Telegram catalogue|ai_normalized|telegram,listed_not_current_stock_verified,https://t.me/ChemIranSanat/65,"1-(bromomethyl)-2-phenylbenzene || 360082 ALDRICH
2-Phenylbenzyl bromide
97% موجود و آماده تحویل واحد 25 گرمی


 🆔 @ChemIran1",existing skill export,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,d446fc087a50068c29eefc7bf4fc87b2dfac2539d62a77bc6ae4d62a367ba1a0
1-(chloromethyl)-4-ethenylbenzene,p-Vinylbenzyl chloride,1-(chloromethyl)-4-ethenylbenzene; p-Vinylbenzyl chloride,1592-20-7,74126,,,ZRZHXNCATOYMJH-UHFFFAOYSA-N,C9H9Cl,152.62,C=CC1=CC=C(C=C1)CCl,confirmed_organic,organic_reagent,,research,Telegram: minatajhiz + t.me/minatajhiz,Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified,https://t.me/s/minatajhiz,1-(chloromethyl)-4-ethenylbenzene,existing skill export,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,663532cadadd472107e7ce2bf562780a8d02dec1f3dd9ca407600c886a251545
1-[(2-chlorophenyl)-diphenylmethyl]imidazole,,,,2812,,,VNFPBHJOKIVQEB-UHFFFAOYSA-N,C22H17ClN2,344.8,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/buy-clotrimazole.html,buy clotrimazole,model_fleet+pubchem,ai_model_fleet,2026-08-27,87ba4ef4cb58fc95dadf9fff23480086e99c6cc668309130f07b0af55a93536d
"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboxamide",Ribavirin,,,37542,,,IWUCXVSUMQZMFG-AFCXAGJDSA-N,C8H12N4O5,244.20,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,confirmed_organic,pharmaceutical_or_api,,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1197,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2018-01-22,5a498e5986f3acafb6b2a33aa4234f16186a450c33a4e67ce9533ec68516a8fe
"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",,50-89-5,5789,,,IQFYYKKMVGJFEH-XLPZGREQSA-N,C10H14N2O5,242.23,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,research,Shimi Merck + t.me/ATRmedShop + telegram:ATRmedShop,ai_normalized|public Telegram (seller_research)|telegram,product_page_listed_not_current_stock_verified,https://shimimerck.ir/buy-thymidine.html,Thymidine | تیمیدین تیمیدین چیست تیمیدین به‌عنوان پیریمیدین دئوکسی نوکلئوزید نیز شناخته می‌شود. دئوکسی تیمیدین یک نوکلئوزید موجود در DNA است. در یک ساختار دو رشته‌ای DNA، تیمیدین با دئوکسی آدنوزین جفت می‌شود. Thymidine در سینکرونیزاسیون سلولی در... برای مشاهده ادامه مطلب، مشاهده قیمت آنلاین و خرید ا,router_batch+pubchem,ai_model_fleet + live_telegram_listing + seed_2026-08-25,2026-08-25,7833a1e1a563bcf6aacfa6543452c974847bc623205e89aa6d6b685568761606
1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,venlafaxine,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol; venlafaxine,,5656,,,PNVNVHUZROJLTJ-UHFFFAOYSA-N,C17H27NO2,277.4,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,confirmed_organic,pharmaceutical_or_api,,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D9%88%D9%86%D9%84%D8%A7%D9%81%D8%A7%DA%A9%D8%B3%DB%8C%D9%86-75,کپسول ونلافاکسین 75,PubChem name validation from supplier product title,seed_2026-08-24 + seed_2026-08-25,2026-08-23,63f92358cc94940165ebeeec3387119b22ed8a07c56f9b73a7014a74c4e8a2fc
"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",ketoconazole,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; ketoconazole",,47576,,,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,C26H28Cl2N4O4,531.4,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,confirmed_organic,pharmaceutical_or_api,,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%DA%A9%D8%AA%D9%88%DA%A9%D9%88%D9%86%D9%80%D9%80%D9%80%D8%A7%D8%B2%D9%88%D9%84-200,کتوکونـــازول 200,PubChem name validation from supplier product title,seed_2026-08-24 + seed_2026-08-25,2026-08-23,37ae1a5472d6a57b2ca25e4b32830fda61743d0460de5e9ac8774f7e9055a0d3
