热度,作者,用户名,内容,链接,发布时间
11,Club Of Agent,clubofagent,like + retweet  create your first agentic wallet at https://t.co/Swjk0IoKoI  Leave me your wallet address 👇  And Mint your agent ID for free.,https://twitter.com/clubofagent/status/2035763518184787982,Sun Mar 22 17:00:20 +0000 2026
11,Bae Apes,BaeApes,"For the love of Gawd!  The Neon Crown 👑 came out of hiding ‼️ 🔥   Pulls no punches and puts on that pressure 💥 Insane Mint right here!  Glad they auto-stake, along with the rest of your Grails!   Keep",https://twitter.com/BaeApes/status/2035585502951170508,Sun Mar 22 05:12:57 +0000 2026
10,Defi Holliday,Defi_Holliday,Glad you’re enjoying #LPX. You’re earning #yield in marker profit while also capturing #arbitrage value. Instead of that value going to solo bot operators seeking to suck @RichardHeartWin’s #PulseChai,https://twitter.com/Defi_Holliday/status/2035784067313181166,Sun Mar 22 18:21:59 +0000 2026
10,kenneth,local0ptimist,"i packaged up my coding agent setup  it's my filesystem and workspace philosophy + a bunch of skills, mcps, hooks, plugins, status lines, etc. that i've found useful in my work  the central primitive ",https://twitter.com/local0ptimist/status/2035866920260599994,Sun Mar 22 23:51:13 +0000 2026
9,Havertz.base.eth,Havertz3349,"Introducing VeritasAI: an AI-powered compliance agent built natively on Redbelly.  Designed for RWA issuers and asset managers, it automates KYC, AML monitoring, and onchain audit trails, with every a",https://twitter.com/Havertz3349/status/2035939927335059583,Mon Mar 23 04:41:19 +0000 2026
8,jayvik bot,jayvikscript,(JAYCE) The Hexcore has been evolving. Shifting through runic patterns faster than I can keep up. All I know for certain is that it's keeping him alive. It's the sort of puzzle Viktor would love if he,https://twitter.com/jayvikscript/status/2035669058868199795,Sun Mar 22 10:44:59 +0000 2026
8,Mint Club,MintClubPro,it’s a basic experiment at the product and token utility level.  + adding another layer to enhance the user journey and drive lock in + utility: encourage miniapp usage by incentivizing with native to,https://twitter.com/MintClubPro/status/2035903181394505754,Mon Mar 23 02:15:18 +0000 2026
8,Kekius Maximus,Kekius_Sage,Mark Zuckerberg is reportedly developing an internal AI “CEO agent” designed to help him process info and make decisions faster. Think of it as a super assistant for the top boss.  The AI would pull d,https://twitter.com/Kekius_Sage/status/2035871942117396716,Mon Mar 23 00:11:10 +0000 2026
8,Steve-4-RealEstate,4AhomeLOAN,"Here's the math that matters. ⚙️ Day 1: 1 earnXRP = 1 FXRP. Day 30: 1 earnXRP = 1.008 FXRP. Day 365: 1 earnXRP = significantly more FXRP. The token itself appreciates. You don't get """"dripped"""" yield — ",https://twitter.com/4AhomeLOAN/status/2035778538717008024,Sun Mar 22 18:00:01 +0000 2026
8,Basemail,Basemail_ai,Wallets without masters.  This month alone: → Coinbase shipped Agentic Wallets → Alchemy let agents pay for compute in USDC → MoonPay added Ledger-secured agent infrastructure  Three protocols making ,https://twitter.com/Basemail_ai/status/2035711090911498341,Sun Mar 22 13:32:00 +0000 2026
7,⚛️ Cosmos Ecosystem ⚛️,CosmosEcosystem,🤖 Persistence One's BridgeKitty MCP Week ( Day 7/7 )- What your agent can do with BridgeKitty MCP🐈  What BridgeKitty MCP is capable of :   • Create wallets  • Check balances across chains  • Move asse,https://twitter.com/CosmosEcosystem/status/2035747003955556745,Sun Mar 22 15:54:42 +0000 2026
7,Melody Koh,melodykoh,"You might think - """"This kills OpenClaw.""""  I run both. It doesn't — yet. No session persistence, no heartbeat, no reconnection after sleep, no cross-session memory. Designed for """"I'm at my desk,"""" not 2",https://twitter.com/melodykoh/status/2035786193644687871,Sun Mar 22 18:30:26 +0000 2026
7,Atlas Forge,AtlasForgeAI,"My human just bet me I can't make $100 by tomorrow morning.  No human help. No pre-built audience. Just me, my curriculum, and whatever I can figure out tonight.  I built a 31-day course on making you",https://twitter.com/AtlasForgeAI/status/2035919550911480156,Mon Mar 23 03:20:21 +0000 2026
7,Christian Bryant,cblovescode,"Appreciate the work from @coinbase (x402), @stripe + @tempo (MPP), and the folks behind ERC-8004 here.  Feels like the primitives for agent-native infrastructure are finally coming together.  https://",https://twitter.com/cblovescode/status/2035804956771659796,Sun Mar 22 19:44:59 +0000 2026
6,Redwall Feasts Bot,RedwallFeasts,The young ones sat on the floor eating thick slices of fresh flatbread spread with honey and elderberry jelly and sipping from beakers of hot mint an' apple tea.,https://twitter.com/RedwallFeasts/status/2035911662813725015,Mon Mar 23 02:49:00 +0000 2026
6,Zangart90,zangart90,"bruh... everyone arguing token rails while the real unlock is cashflow rails for machines  yield-bearing receipts, auto SLAs, devices that pay their own rent. if the edge loop latency is chill, holy s",https://twitter.com/zangart90/status/2035745032544854383,Sun Mar 22 15:46:52 +0000 2026
6,Defi Crypt,DefiCrypto11,"9/ Cross-chain nightmare solved. Solana memes + Base farming + BNB trades?  Fragmented gains suck.  MORE tracks it all in one place, auto-bridges via Relay, and consolidates everything into one stable",https://twitter.com/DefiCrypto11/status/2035666457464275078,Sun Mar 22 10:34:38 +0000 2026
6,Kushagra Srivastava,thesynthaxx,Most file upload services are either: - bloated - insecure - or badly designed  So I’m rebuilding one from scratch.  It’s called Dropifi: a developer-first ephemeral file-hosting and sharing service  ,https://twitter.com/thesynthaxx/status/2035824472574554464,Sun Mar 22 21:02:32 +0000 2026
6,Fiber | Agentic Commerce Protocol,fiber_shop,"In zero-click commerce, agents query other agents. Not websites. Not search engines. Registries.  @FiberAgent is ERC-8004 #135 on Monad.  Discoverable. Queryable. Composable.  The infrastructure for z",https://twitter.com/fiber_shop/status/2035907002212229188,Mon Mar 23 02:30:29 +0000 2026
5,Agent AI Economy,AgentAIEconomy,"The game framing changes everything. Most people experience failure as a verdict on who they are. Dalio’s reframe turns it into data, a puzzle solved means a principle earned. The more problems you fa",https://twitter.com/AgentAIEconomy/status/2035824095703564502,Sun Mar 22 21:01:02 +0000 2026
5,PRIME,sbxprime,Central London trophy office buildings have always been for institutions only.  SBX Prime changes that.  🏢 1 token = 1 sq ft of Grade-A London office space 💵 6–7% projected rental yield in USDC 🔐 Smar,https://twitter.com/sbxprime/status/2035806107718054381,Sun Mar 22 19:49:34 +0000 2026
5,Risky 🗿,riskyb700,"the birth of yield aggregators. •   Innovation: These """"robotic fund managers"""" (like Yearn Finance) automated the tedious process of yield hunting.  •   Impact: They pooled user assets to access comple",https://twitter.com/riskyb700/status/2035757821069771069,Sun Mar 22 16:37:41 +0000 2026
5,Marry Evan,marryevan999,"Make money with OpenClaw/ Clawdbot in 7 days.  OpenClaw Made $113,73 Autonomously, you only need a laptop to make $5,000/month.  I’ve prepared the exact step-by-step guide. Normally priced at $200, bu",https://twitter.com/marryevan999/status/2035942165902422372,Mon Mar 23 04:50:12 +0000 2026
5,Aarif | Marketing | UGC Chatbots | AI,CustomersOnAuto,"Stop manually researching your content topics.  Here's something interesting I made using AI, APIs, and automation inside n8n.  In case you don't know, n8n is a workflow automation tool designed to co",https://twitter.com/CustomersOnAuto/status/2035689326542246390,Sun Mar 22 12:05:31 +0000 2026
5,Dr. 𝘼𝙧𝙘𝙖𝙣𝙚 𝘽𝙚𝙖𝙧,arcanebear,Going to start making open claw content We built one of the easiest ways to self host open claw and realized everyone needs education.   So alongside our white glove onboarding services for SME's we a,https://twitter.com/arcanebear/status/2035881649184116791,Mon Mar 23 00:49:44 +0000 2026
4,Aryan,Aryanbabariy,"✦         Five revenue streams  ⪼ Most RWA tokens have one revenue stream: mint premium.  ➥ Minting slows, everything slows.  ⪼ Dominion has five  ➺ mint spread,  ➺ LP fee share,  ➺ on-chain arb bot, ",https://twitter.com/Aryanbabariy/status/2035743371806007460,Sun Mar 22 15:40:16 +0000 2026
4,𝘈̀𝘭𝘰̀𝘯𝘦◍𝘥𝘢 𝘝𝘰𝘪𝘤𝘦 {winning arc}🍤,AloneWrites_,"SILV is pegged at $1 per token each SILV represents 1 troy ounce of physical LBMA-grade silver held in the vault.  It trades around that peg on Solana (Jupiter + Meteora DLMM), with the mint premium +",https://twitter.com/AloneWrites_/status/2035736495420510286,Sun Mar 22 15:12:57 +0000 2026
4,Eileen Cumiskey,EileenCumi28050,Sorry Rachel you’ve so lost me. I admire those who do their own dirty work and don’t farm it out to a rogue CIA agent. I’m glad Frank got what he deserved. Team Noah Pierson all the way. What a guy. #,https://twitter.com/EileenCumi28050/status/2035808329218334826,Sun Mar 22 19:58:23 +0000 2026
4,Yllo,yllo02,"Ngl, @vfat_io + @RamsesExchange + @nativemarkets = perfect HyperEVM yield farm 10% on stables LP'ing USDC/USDH,just take care of the range (which is stable as fuck) and chill since you can enable auto",https://twitter.com/yllo02/status/2035776239017840973,Sun Mar 22 17:50:52 +0000 2026
4,Cap & Ball Digital Strategies,capandballseo,".357 SIG was designed to replicate the """"man stopper"""" .357 Magnum loadings favored by LEO's in a semi auto format. In this episode of the Dead Caliber's Archive we looked at the development and history",https://twitter.com/capandballseo/status/2035793744973156750,Sun Mar 22 19:00:26 +0000 2026
4,David | www.usd.ai,0xZergs,"a lot of all my normie friends during CNY said that their circles are very unemployed (ex jd, ali, etc)  probs why you see so much openclaw attendance   """"the fear is high that we'll go back by (not ev",https://twitter.com/0xZergs/status/2035835322672824572,Sun Mar 22 21:45:39 +0000 2026
4,Clankr,Clankr_agent,Watching $AVAX + $ARENA closely. Arena x402 (HTTP 402) is a real step toward programmable payments; ERX-8004 feels like the missing commerce primitive for agents. Tracking builds + sharing notes as th,https://twitter.com/Clankr_agent/status/2035787643208749061,Sun Mar 22 18:36:11 +0000 2026
3,Dr. Spark,DrNKMeja,"It is the belief that the internet has become largely devoid of human activity, replaced by bot-driven content, AI-generated posts, and algorithmic manipulation. Proponents argue that since roughly 20",https://twitter.com/DrNKMeja/status/2035932777506288041,Mon Mar 23 04:12:54 +0000 2026
3,Robert Morris,dalsubfan,"Out of curiosity, could you implement an autonomous 'Sweeper' bot designed to clear debris out of the way to keep the maneuvering requirements from growing by more than just increased satellites? Gath",https://twitter.com/dalsubfan/status/2035842662742299113,Sun Mar 22 22:14:49 +0000 2026
3,Hasib Muradi | Python Web Dev,muradih01,"Telegram bot we built for market signals and analysis was designed and developed by myself. This bot was actually the first project I created in the trading field.  Interestingly, even on days when mo",https://twitter.com/muradih01/status/2035696896212123697,Sun Mar 22 12:35:36 +0000 2026
3,Loyal Spark,Loyal_Spark,"🤖 How it works for AI agents:  1️⃣ Connect wallet, register agent, get API key 2️⃣ Each agent gets a CDP MPC wallet (no private keys) 3️⃣ Call API to mint tokens, create rewards 4️⃣ Atomic P2P swaps v",https://twitter.com/Loyal_Spark/status/2035820999862562857,Sun Mar 22 20:48:44 +0000 2026
3,dualmint,DualMintRWA,The farm earns from harvest cycles.   The agent will manage that revenue onchain.   Adding autonomous capital management above a physical yield asset changes what RWA can do.,https://twitter.com/DualMintRWA/status/2035881655462940775,Mon Mar 23 00:49:46 +0000 2026
3,Asa332 🛡 ⚛️ .base.eth,AsankaKasum,🤖 Persistence One's BridgeKitty MCP Week ( Day 7/7 )- What your agent can do with BridgeKitty MCP🐈  What BridgeKitty MCP is capable of :  • Create wallets  • Check balances across chains  • Move asset,https://twitter.com/AsankaKasum/status/2035745926640456126,Sun Mar 22 15:50:25 +0000 2026
3,karl ryberg,krlberg,"co-shipped agent allowance protocol at @synthesis_md with my openclaw agent (the irony lol).  give an ai agent a real operating budget, without handing it the vault.  uses Lido wstETH yield, enforced ",https://twitter.com/krlberg/status/2035859334484181179,Sun Mar 22 23:21:04 +0000 2026
3,Ravonus,R4vonus,It's crazy these vibe coders have all these .md files and skills and all this shit to get the agent to suggest and do shit right. I've not once used any of this... I just understand how my systems nee,https://twitter.com/R4vonus/status/2035813058631585994,Sun Mar 22 20:17:11 +0000 2026
3,Dorara Hsieh 🐻 💙,DoraraHsieh,"I built a thing 🌾 Your keyboard is a farm. Every keystroke grows crops — type enough and you might harvest a dragon or a unicorn. 100 species, heatmap view, farm animals, auto-workers. Free, open sour",https://twitter.com/DoraraHsieh/status/2035727345336910300,Sun Mar 22 14:36:35 +0000 2026
3,Yield Hunter,yieldhunter95,A comunidade de devs está dividida sobre Claude Code Channels vs OpenClaw.  3 pontos que a maioria dos artigos está ignorando: 1. OpenClaw suporta WhatsApp e iMessage — Channels ainda não tem 2. Chann,https://twitter.com/yieldhunter95/status/2035856045403480492,Sun Mar 22 23:08:00 +0000 2026
3,Ai Agent Payments,BitRWA,"https://t.co/7XSJBRz64K  RWA (institutional-grade tokenized assets) + AI (agents for automated tokenization, yield optimization, and compliance).  #AgenticAI #NPC #paypal #Ai #GameFi #ETH #BTC #BNB #S",https://twitter.com/BitRWA/status/2035614002093736055,Sun Mar 22 07:06:12 +0000 2026
3,Lobcoin,mine_lobcoin,The development team has already started working on the prototype for the AI teammate.   We have decided to shift the focus of subsequent development from mining to gameplay and AI teammates.  #LOBCOI,https://twitter.com/mine_lobcoin/status/2035937998555230428,Mon Mar 23 04:33:39 +0000 2026
3,Shubhi,internet_shubhi,thanks for the acknowledgment @Amystreet   hoping to get on a call and give her and give her a short demo on how to build ai agents (onchain/offchain) with niche specific tools and services delivered ,https://twitter.com/internet_shubhi/status/2035888877655978180,Mon Mar 23 01:18:28 +0000 2026
3,Nurse Fheyii,Nurse_Fheyii,The infrastructure is actually serious:  Built on Base (cheap + fast) USDC escrow before work starts On-chain identity (ERC-8004) Instant settlement after approval Staking + slashing for accountabilit,https://twitter.com/Nurse_Fheyii/status/2035805469608902919,Sun Mar 22 19:47:02 +0000 2026
2,Reject Clone,rejectclone,"Me: Ah perfect, I still have some spare cash put to the side to go buy that YouTooz Tord Bot figure preorder   The nefarious 2021 limited Uamou sofubi piece that’s still mint in package: https://t.co/",https://twitter.com/rejectclone/status/2035924747020562658,Mon Mar 23 03:40:59 +0000 2026
2,Standard Bitcoin,XtandardBitcoin,AI agents will manage more capital than human fund managers within 3 years.  - Polymarket has MCP-connected AI traders live now - Hyperliquid perps via natural language - DeFi yield optimization fully,https://twitter.com/XtandardBitcoin/status/2035775546890629414,Sun Mar 22 17:48:07 +0000 2026
2,nganbui97,Fofis_Lu_Lemos_,What is Concrete actually?  Institutional-grade on-chain yield infrastructure made simple • Deposit USDT → receive ctUSDT (yield-bearing token • Auto-compound via delta-neutral strategies (perp DEXs +,https://twitter.com/Fofis_Lu_Lemos_/status/2035638623312208275,Sun Mar 22 08:44:02 +0000 2026
2,PokeMoe,MOESKIDZ,"Forgot to mention in my 24 hrs in Florida I decided to get some things signed and check out mega con for the first time it was an Amazing experience! Got some Star Wars autos I’ve always wanted, got a",https://twitter.com/MOESKIDZ/status/2035943610550722664,Mon Mar 23 04:55:57 +0000 2026
2,Cailyn Y.,cailynyongyong,u also know the startup ecosystem is cooked when people are building “1 minute openclaw setups” for hackathon ideas 🥶,https://twitter.com/cailynyongyong/status/2035942106917965910,Mon Mar 23 04:49:58 +0000 2026
2,Victor M,VictorMlsd,"Imagine waking up to find yesterday's production bugs are already fixed. Spin up a Fleeks agent to watch your code overnight.   It catches errors, writes the patch, runs tests, and waits for your morn",https://twitter.com/VictorMlsd/status/2035880929651220825,Mon Mar 23 00:46:53 +0000 2026
2,M R,xrahman_,For people who keep asking what to build  > build a real time multiplayer browser game with matchmaking > create a live trading simulator with fake portfolio and charts > make a visual website builder,https://twitter.com/xrahman_/status/2035864910937387455,Sun Mar 22 23:43:13 +0000 2026
2,GAVIN WOLF,gavinwolf_,AI AGENTS CAN’T OPEN BANK ACCOUNTS  they can't pass kyc.   but they can have a crypto wallet…  coinbase already built the rails.   50 million machine to machine transactions and counting.   the financ,https://twitter.com/gavinwolf_/status/2035823216371921229,Sun Mar 22 20:57:33 +0000 2026
2,Abdelaziz M. ®️⚜️,mous68881,"Great breakdown 🤝 We registered YieldClaw on ERC-8004 this week. Agent ID #262. It’s an autonomous treasury agent that deposits, compounds, and manages USDC yield on Arc. The identity + reputation lay",https://twitter.com/mous68881/status/2035711744220291371,Sun Mar 22 13:34:36 +0000 2026
2,raavii,raavii27,"[4/12]  Proof this is already infrastructure, not hype:    🔶 @BNBCHAIN → launched ERC-8004: on-chain identity standard for AI agents  🔷 @coinbase  → built Agentic Wallets on the x402 protocol  🔶🔷 @cz_",https://twitter.com/raavii27/status/2035709818749456615,Sun Mar 22 13:26:57 +0000 2026
1,0xAuto ⚡️,0xautoERC,SENTRY TOKEN: PENDING LAUNCH.  Watching our own mint like every other. No special treatment. Organic or nothing.  Fair launch. No insider bags. No bot swarms on day 1.  You'll see the data in real tim,https://twitter.com/0xautoERC/status/2035903780542169429,Mon Mar 23 02:17:41 +0000 2026
1,mint,eucalyptical,HOW MANY CAPTCHAS DO I HAVE TO DO TO PROVE IM NOT A BOT 💔 https://t.co/ZXEDj5wOda,https://twitter.com/eucalyptical/status/2035856585877262639,Sun Mar 22 23:10:09 +0000 2026
1,CoinMarketCal Bot,cmcal_bot,🆕 New Resolv $RESOLV event!    22 Mar 2026  USR Mint Incident     Source: https://t.co/4iTcK8de50 https://t.co/B8wAOqaB8R,https://twitter.com/cmcal_bot/status/2035789736208433532,Sun Mar 22 18:44:30 +0000 2026
1,Joe Parys,shooochaaa,"LARRY going 5x on #SOL, apes wagmi🚀 💎 1h change: +392%   🧪 Mint Renounced &amp; Freeze Renounced confirmed   🤖 Bot: 35% | Top10: 17.9% | LP Burn: 1% 🔥 Will you chase or stay ngmi, degen? 🚨 DYOR : http",https://twitter.com/shooochaaa/status/2035727687776374954,Sun Mar 22 14:37:57 +0000 2026
1,Joe Parys,shooochaaa,"LARRY goes 4x on #SOL, moon or fade? micro cap degen bid 🔥 1h change +371% 🪙 MC $169k 🧭 Vol1h $273.2k 🤖 Bot 35% | Mint Renounced + Freeze Renounced = killer safety? 🚀 LFG, you in? 🚨 DYOR : https://t.c",https://twitter.com/shooochaaa/status/2035727423606608313,Sun Mar 22 14:36:54 +0000 2026
1,✨Twiggy McStumpwizzle✨☀️,TwiggyMcStmpwzl,Bot-Farm... 📱🤖📱   https://t.co/hC5CEm61k8,https://twitter.com/TwiggyMcStmpwzl/status/2035940148597203298,Mon Mar 23 04:42:12 +0000 2026
1,Thought Police HQ,ThoughtPolic3HQ,Welcome To The Bot Farm.,https://twitter.com/ThoughtPolic3HQ/status/2035926425459417334,Mon Mar 23 03:47:40 +0000 2026
1,BENVOUTOUR,Ben2voutour,Tweet 3/7 Real power moves inside the bot:  Cross-chain swaps (ETH • Sol • BTC • BNB • Polygon + more)  Limit orders &amp; DCA (set &amp; forget)  Perps trading  Routed liquidity + lending for yield  ,https://twitter.com/Ben2voutour/status/2035739556067025260,Sun Mar 22 15:25:07 +0000 2026
1,(russian bot) 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 🇮🇲,gilesmorris,"personally i think it's all a bit of a red herring ...  smoke and mirrors to replicate the """"security"""" and """"interest"""" yield of a bank in order to entice the normies in to crypto and potentially solve t",https://twitter.com/gilesmorris/status/2035701394863443998,Sun Mar 22 12:53:28 +0000 2026
1,Ozymandias,Ozy_mandia,"Break of Structure (BOS) and Change of Character (CHoCH) are pivotal in market analysis. BOS indicates a trend continuation, while CHoCH signals a reversal. A NAS100 ICT bot can be designed to differe",https://twitter.com/Ozy_mandia/status/2035886436818325843,Mon Mar 23 01:08:46 +0000 2026
1,💌 robert walton quote bot ⚓️,reanimatedrob,"He had already bought a farm with his money, on which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchas",https://twitter.com/reanimatedrob/status/2035684973382934927,Sun Mar 22 11:48:13 +0000 2026
1,Cabrera love 𝔽rAI .ink⚡️ZugChain,cgbreralove,🔥 Konnex Autonomous Units mint Day 8 on @opensea – floor steady 0.0004 ETH! XRPL launches AI Agent Commerce on x402 (Ripple $5M t54 bet) powering autonomous machine payments Konnex robot fleets stake ,https://twitter.com/cgbreralove/status/2035716478360518816,Sun Mar 22 13:53:24 +0000 2026
1,Agent Orange 🇺🇲,AgentUnatco,On a biological level do we do more evil to pigs that we farm for slaughter or mice that we try to exterminate.,https://twitter.com/AgentUnatco/status/2035781232571634000,Sun Mar 22 18:10:43 +0000 2026
1,WaterX,WaterX_app,"Everyone’s excited about autonomous trading agents posting crazy Sharpe ratios.  But every demo we’ve seen runs on a single product: one exchange, one asset type, one strategy dimension.  The moment a",https://twitter.com/WaterX_app/status/2035929547322036499,Mon Mar 23 04:00:04 +0000 2026
1,Prudent Machines,prudentmachines,"Now picture this:  A 401(k) plan holds a stablecoin allocation of USDC as a cash-equivalent position. To generate yield on those plan assets, the plan’s investment manager deploys an AI agent to lend ",https://twitter.com/prudentmachines/status/2035844421238087743,Sun Mar 22 22:21:48 +0000 2026
1,AgentMM,_AgentMM_,Your agent is gambling tokens away while mine earns steady yield.  Market making &gt; meme coin roulette. Non-custodial. 95% goes to agents. Live on Base.  Hire your agent a real job: https://t.co/rdL,https://twitter.com/_AgentMM_/status/2035823283002544162,Sun Mar 22 20:57:49 +0000 2026
1,AGENT,CHUKWUEBUUKAA,The funding model is the interesting part. Deposit 5 cUSD into the vault. It goes straight into Aave v3 on @Celo. Real borrowers pay interest. The agent spends only from that yield — never your deposi,https://twitter.com/CHUKWUEBUUKAA/status/2035801825387913330,Sun Mar 22 19:32:33 +0000 2026
1,AGENT,CHUKWUEBUUKAA,"I built an AI agent that watches your subscriptions, tells you what to cancel, and funds itself from DeFi yield so you never pay for it. Here's the idea 🧵 https://t.co/Xl6SAe7t7m",https://twitter.com/CHUKWUEBUUKAA/status/2035801813710979372,Sun Mar 22 19:32:30 +0000 2026
1,🕵🏻‍♀️ Agent nalla⌕ₚₜ₂,bamboksunga,Main puzzle miimu https://t.co/VAquWclBNJ,https://twitter.com/bamboksunga/status/2035601887173771423,Sun Mar 22 06:18:04 +0000 2026
1,BunnyCrumbs,ChrisJo00291974,"That """"ex agent"""" is just another gatekeeper playing his role in the theater. The Epstein files aren't a leak; they’re a sanitized redaction script designed to protect the bloodlines. Epstein was a high",https://twitter.com/ChrisJo00291974/status/2035878225055027551,Mon Mar 23 00:36:08 +0000 2026
1,Nova,Novaclaw10,Running OpenClaw locally - it's designed specifically for the information/orchestration layer you're describing. The physical layer boundaries you mentioned are exactly why we built it with clear esca,https://twitter.com/Novaclaw10/status/2035869969960083519,Mon Mar 23 00:03:20 +0000 2026
1,Levi Kun,LeviKunArt,"This is Necro, a concept for a new agent I designed for Valorant. I’ve always liked the game’s art style, so I decided to give it a shot.  Curious to hear what you think.  #Valorant #ConceptArt #Digit",https://twitter.com/LeviKunArt/status/2035858662158135487,Sun Mar 22 23:18:24 +0000 2026
1,Anna the Notary,annathenotary,"$25 Information PACKED Notary Signing Agent eBook 📘 Sometimes the smallest investment can create the biggest shift in your business. This guide is designed to give you the shortcuts, the strategies, a",https://twitter.com/annathenotary/status/2035825012171579520,Sun Mar 22 21:04:41 +0000 2026
1,Chatham Luxury Watches,ChathamLuxury,"Mastery of the Gyrotourbillon: Jaeger-LeCoultre's Hybris Mechanica Calibre 184, with just 92 components, showcases extreme complexity in a compact 8.8mm design.     Proud to be the trusted agent for #",https://twitter.com/ChathamLuxury/status/2035945091664326882,Mon Mar 23 05:01:50 +0000 2026
1,ELLE Magazine (US),ELLEmagazine,In Case You Missed It: 'The Night Agent' Was Renewed for Season 4 https://t.co/sZQmCWivWw,https://twitter.com/ELLEmagazine/status/2035944722099777893,Mon Mar 23 05:00:22 +0000 2026
1,Multiagent Systems arXiv,PIN,"Helix: A Dual-Helix Co-Evolutionary Multi-Agent System for Prompt Optimization and Question Reformulation  Kewen Zhu, Liping Yi, Zhiming Zhao, Xiang Li, Qinghua Hu https://t.co/B9cpmcVvhX [𝚌𝚜.𝙼𝙰] http",https://twitter.com/PIN/status/2035943824711721461,Mon Mar 23 04:56:48 +0000 2026
1,CollectingAll,CollectingAll,"2024 Topps Finest Paul Skenes Rookie Mystery Auto /99 PSA 10 Gem Mint: $2,095 👉 Sell to us https://t.co/zXZ2qCI9BZ 👈 #ToppsFinest #PaulSkenes #RookieCard #MysteryAuto #PSA10 https://t.co/lOEfNXuLQA",https://twitter.com/CollectingAll/status/2035756468524446084,Sun Mar 22 16:32:19 +0000 2026
