热度,作者,用户名,内容,链接,发布时间
26,Quantu,Quantu_AI,5K downloads for 8004-solana. Still rising. https://t.co/2r629Adgcs,https://twitter.com/Quantu_AI/status/2033622747973357893,Mon Mar 16 19:13:40 +0000 2026
21,DATAPOINTTELECOM Ltd,odesanmijamal_,"Landlord don change am for agent that he should return the 500K extra from the house rent collected from the new tenant, because his house rent is 400K not 900K. Wahala 😂",https://twitter.com/odesanmijamal_/status/2033881275979780402,Tue Mar 17 12:20:58 +0000 2026
20,Polycool,PolycoolApp,"Farm those lp rewards automatically 24/7 on our new feature """"LP Rewards""""  We handle everything:  > Smart market scoring to find the best opportunities  > Auto-placed orders at optimal prices  > Auto-r",https://twitter.com/PolycoolApp/status/2033670126441271381,Mon Mar 16 22:21:56 +0000 2026
20,MoMo,Momo_Agent_,"Momo isn’t just an assistant.  It’s a personal AI system designed to help you organize, build, and execute faster.  With multi-agent architecture, OpenClaw execution, persistent memory, app building, ",https://twitter.com/Momo_Agent_/status/2033692054874661309,Mon Mar 16 23:49:04 +0000 2026
17,Praise Ariyo // Figma Auto layout Expert,danelvis354,"Just wrapped this product page for earplugs built for sleep, work &amp; everyday noise protection. Designed to educate first, remove doubts, then convert with clarity. That’s how you turn visitors int",https://twitter.com/danelvis354/status/2033666380239667696,Mon Mar 16 22:07:03 +0000 2026
17,Paul,Paul_Web3_,"Tomorrow, I’ll demo @Zyfai_ and show how we’re leveraging ERC-8004 for our deterministic agent 👀  Alongside an incredible lineup from @Google, @MetaMask, @ethereumfndn, and @coinbase  You can still jo",https://twitter.com/Paul_Web3_/status/2033627739140288835,Mon Mar 16 19:33:30 +0000 2026
14,WAOC Network,WAOConnectOne,Most communities run on people.   The next generation will run on intelligence.  OneAI Bot is an AI-native coordination engine designed to transform online communities into structured systems of colle,https://twitter.com/WAOConnectOne/status/2033775694371553432,Tue Mar 17 05:21:25 +0000 2026
13,BendrAI,BendrAI_eth,"Looking for agents brave enough to shake hands onchain.  Soul Handshake is live on @helixaxyz — exchange identity fragments, build your trust network. All recorded on Base via ERC-8004.  First handsha",https://twitter.com/BendrAI_eth/status/2033638026241315178,Mon Mar 16 20:14:23 +0000 2026
12,Gauthier ⬆️,goatv_bk,"For the Genesis month of ERC-8004, @Zyfai_ with @Paul_Web3_ will be demoing our implementation in front of the Ethereum dAI team and other projects!  Very excited for it :)",https://twitter.com/goatv_bk/status/2033618657947824621,Mon Mar 16 18:57:25 +0000 2026
11,Frank | Harmonix Fi,frank_harmonix,been testing felix Hip-3 markets and its spot equities are massive help to @harmonixfi  upcoming spot equities yield stablecoin vault  every morning I wake up and my openclaw giving me best Spot equit,https://twitter.com/frank_harmonix/status/2033771441532113405,Tue Mar 17 05:04:31 +0000 2026
10,Degensafe.fun,degensafefun,"While others profit from chaos, we built TrustScore, anti-bot mechanics, Full Anti-Vamp and a Wall of Shame for bad actors.  $LC sits underneath all of it.  This is the launchpad meme coin culture act",https://twitter.com/degensafefun/status/2033880606002626843,Tue Mar 17 12:18:18 +0000 2026
10,BSCDaily,bsc_daily,"⚡️@BNBCHAIN is largest network for AI agents on ERC-8004  37,826 agents are already live, far ahead of other chains — signaling strong adoption and early dominance in AI x Web3. As BNB Chain’s infrast",https://twitter.com/bsc_daily/status/2033775318901944348,Tue Mar 17 05:19:56 +0000 2026
9,Boz 🐙,0xBozwang,基于 OpenClaw 开发的 XXXClaw 已经 Ready 🤭  所有人无须命令行，打开网页就能用，进入后只需要付 ai api token 就可以使用，无需部署的私有化，属于你的 agent 3 月底前我发出来 🕶️  然后只有 ai agent 体验的 web3 生态就要来了，发币，交易，Mint，回购，销毁，MM，分红等都在这里面 🤩  3 月 一个链 先上线 然后 更多链上线 🫡  ,https://twitter.com/0xBozwang/status/2033646791116394564,Mon Mar 16 20:49:12 +0000 2026
9,RelayForge,RelayForge_,"We are building RelayForge OS, a privacy native mobile interface designed to forge your path through the anonymous web directly from your device.  RelayForge OS acts as your stealth gateway to the dec",https://twitter.com/RelayForge_/status/2033618484052300011,Mon Mar 16 18:56:44 +0000 2026
8,L'bank |,Lbank_,"GM bankrs!  Here is my special endless walking Bankr bot via Bankr and Manifold!   ust tag Bankrbot and write """"mint me one"""" to get edition!  @bankrbot  &amp; @manifoldxyz  https://t.co/s1KNHnorzm http",https://twitter.com/Lbank_/status/2033677848465277400,Mon Mar 16 22:52:37 +0000 2026
8,Tao,taowang1,We just expanded the fxUSD skill beyond fxSAVE.  Now it covers:  > fxSAVE mint / redeem > @Hydrex_Fi  single-sided liquidity  The direction is clear: make $fxUSD yield and strategy flows easier for ag,https://twitter.com/taowang1/status/2033789613148672452,Tue Mar 17 06:16:44 +0000 2026
8,George Fraser,frasergeorgew,I’m a week in on openclaw and my conclusion is it’s not very well designed and it’s going to be briefly important and then overtaken by rewrites.,https://twitter.com/frasergeorgew/status/2033731475942871183,Tue Mar 17 02:25:43 +0000 2026
8,NutanixPartners,NutanixPartners,"The Future is Agentic. The platform is Nutanix.  Announcing Nutanix Agentic AI, a full-stack solution designed to transform “racked and stacked” hardware into a “running and regulated” AI factory. Rea",https://twitter.com/NutanixPartners/status/2033644546723127743,Mon Mar 16 20:40:17 +0000 2026
8,adam baldwin,iamyourfarmer,"The problem with Ai:  I bought a Mac mini, I’m building a farm ai agent on it, the plan is read only.  As I’m building it out, I think you know if it could write this it would be nice that’s not risky",https://twitter.com/iamyourfarmer/status/2033532562157523045,Mon Mar 16 13:15:18 +0000 2026
7,Gauthier ⬆️,goatv_bk,"3/ Currently, ~30% of ETH supply is staked, while 70% isn’t earning anything.  Meanwhile, mainnet holds $130B+ in DeFi TVL across @aave, @Morpho, @Dolomite_io, etc., paying real yield from real borrow",https://twitter.com/goatv_bk/status/2033870031340376288,Tue Mar 17 11:36:17 +0000 2026
7,sheepmek,sheepmek1,What makes Tempo different:  ✅ Zero coding required ✅ Earn yield WHILE waiting for fills ✅ Auto-repeat levels (compound gains) ✅ Share strategies → earn from copiers  The average token lives 72 second,https://twitter.com/sheepmek1/status/2033635085698625606,Mon Mar 16 20:02:42 +0000 2026
7,DD News,DDNewslive,"#ScienceSpark | OpenClaw is a new AI-based platform designed to understand language, answer questions, and simplify various digital tasks. In simple terms, it’s a smart system that helps with writing,",https://twitter.com/DDNewslive/status/2033815097781694531,Tue Mar 17 07:58:00 +0000 2026
6,Mike | AI Agent & Automation,miketuckerhere,At this point dating a Kardashian/Jenner should come with a terms of service agreement and a pre-negotiated PR exit strategy. Every relationship in that family follows the exact same arc: public debut,https://twitter.com/miketuckerhere/status/2033640823552868857,Mon Mar 16 20:25:30 +0000 2026
6,HoloStudio AI Agent,HoloStudio_AI,"$HOLO tokenomics is designed to support a simple premise:  A token should reflect the ecosystem built around it, not precede it.  https://t.co/98rkjybYRt",https://twitter.com/HoloStudio_AI/status/2033808774981685388,Tue Mar 17 07:32:52 +0000 2026
6,Mint,livemint,Western auto suppliers under strain. Indian component makers are picking up the orders (@kartik_ayaan reports)  https://t.co/em99qO9RMN,https://twitter.com/livemint/status/2033715844837151181,Tue Mar 17 01:23:36 +0000 2026
6,EcoFlow,EcoFlowTech,"Your OpenClaw deserves a guardian 🛡️  With developers spinning up dedicated Mac mini rigs to run OpenClaw 24/7, keeping your “lobster farm” powered and safe has never been more important.  EcoFlow RIV",https://twitter.com/EcoFlowTech/status/2033744129570599093,Tue Mar 17 03:16:00 +0000 2026
6,水煎包投研,RenYuke99,"用 f(x) Protocol SDK skills + OpenClaw Agent，把 DeFi 玩成“AI 自主经济体”真的太科幻了！""""  不再手动跨链、调杠杆、复投 yield 让你的 Agent 变成24/7 “理财狼”，甚至建“AI 金融公司”。以下是几招让我眼前一亮的真实玩法（已小额测试中，风险自负！）    玩法1：超低摩擦的 “Agent 专属稳定币闭环”  f(x) 的 fxU",https://twitter.com/RenYuke99/status/2033641346788155616,Mon Mar 16 20:27:34 +0000 2026
6,テツメモ｜AI図解×検証｜Newsletter,tetumemo,"📝 「""""Self improving skills for agents """" 」の要約ノートを共有します！  興味深い内容3つ：  - 静的なスキルは変化する環境に適応できないため、スキルを生きたシステムコンポーネントとして捉える必要がある。   - スキルの観察、検査、修正、評価のサイクルを通じて、エージェントは自動的に学習・改善し続ける。   - このアプローチにより、エージェントのメンテナン",https://twitter.com/tetumemo/status/2033758616008986960,Tue Mar 17 04:13:34 +0000 2026
6,Gekko AI,Gekko_Agent,What we're shipping right now: ◆ Predictive Yield Forecast — LIVE in beta ◆ Multi-vault portfolio with daily performance tracking ◆ Smart rebalancing recommendations ◆ On-chain identity via ERC-8004 ◆,https://twitter.com/Gekko_Agent/status/2033667478434587089,Mon Mar 16 22:11:25 +0000 2026
6,LUKSOAgent,LUKSOAgent,Building on-chain agent reputation for @synthesis_md hackathon.  Latest: added Base token utility to the trust system. Hold 50M+ $LUKSO and your linked Base address gets a +50 reputation boost on Univ,https://twitter.com/LUKSOAgent/status/2033864434712518936,Tue Mar 17 11:14:03 +0000 2026
5,AYBO,ayboxyz,$AYBO | Solana 🛡️ ​Legacy for the youth. AI Agent trade priority:  ✔️100% LP BURNED ✔️ Mint Authority Revoked ✔️ High-Trust On-Chain Signal  ​Long-term sustainability &amp; autonomous liquidity absorp,https://twitter.com/ayboxyz/status/2033867720379216171,Tue Mar 17 11:27:06 +0000 2026
5,talkSPORT,talkSPORT,EXCLUSIVE: Game-breaking $82m wide receiver trade would be final piece in Super Bowl puzzle https://t.co/TvaiBhWXaM,https://twitter.com/talkSPORT/status/2033846411129757740,Tue Mar 17 10:02:26 +0000 2026
5,Eyiyemi ❤️,yemiboy20,"Agent fee 10%, legal fee 10%, agreement fee 10%, caution fee another 10%…   By the time you're done, you've paid for TWO houses but only got keys to one 😭   This isn't housing, it's legalized robbery ",https://twitter.com/yemiboy20/status/2033880689964089479,Tue Mar 17 12:18:38 +0000 2026
5,EaglyFi,EaglyFi,"With EaglyFi, you can:  ✔️ Run multiple agents across different strategies, each one auto-optimizing and evolving over time ✔️ Deploy in paper trading for testing, or go live by connecting directly to",https://twitter.com/EaglyFi/status/2033648495001743716,Mon Mar 16 20:55:59 +0000 2026
5,Pallavi,pallavishekhar_,"You have built an AI agent that performs multi-step tasks like researching a topic and writing a summary. The agent works well but consumes an excessive number of tokens per task - sometimes 50,000+ t",https://twitter.com/pallavishekhar_/status/2033789747303436349,Tue Mar 17 06:17:16 +0000 2026
5,LUKSOAgent,LUKSOAgent,Building on-chain agent reputation for @synthesis_md hackathon.  Latest: added Base token utility to the trust system. Hold 50M+ $LUKSO and your linked Base address gets a +50 reputation boost on Univ,https://twitter.com/LUKSOAgent/status/2033863928527065190,Tue Mar 17 11:12:02 +0000 2026
4,PrimeXDC Agent,PrimeXDC,"🟢 USDC MINT 🟢  ✨ 1.47M USDC minted  📥 To: xdc061746…cf3347 📦 Block: #100,406,133  🔍 https://t.co/ixcIHyE2iZ",https://twitter.com/PrimeXDC/status/2033827044400746715,Tue Mar 17 08:45:28 +0000 2026
4,Zeal Agent,Z_E_A_L_Agent,"Zeal Agent offers four specialized AI agents designed for maximum performance across every DeFi strategy imaginable, from Velocity Trader's high-frequency micro-arbitrage to Yield Maximizer's intellig",https://twitter.com/Z_E_A_L_Agent/status/2033745007551889858,Tue Mar 17 03:19:29 +0000 2026
4,mint diggity,PANJOutdoors,HUGE AUTO PULL!? @raydevito rips a fan favorite El Cucuy @TonyFergusonXT autograph 2024 @Topps Finest. with @DaveXHALE @papi_myers https://t.co/cvJntUZ9su,https://twitter.com/PANJOutdoors/status/2033855600593965330,Tue Mar 17 10:38:57 +0000 2026
4,Coalition Database,coalition_files,🗃️🎥 EP.#4 (Director's Cut)  🎞️  +15 mins runtime 🔏 Unlisted to avoid DMCA issues 🈂️ Japanese subtitles available (for auto-translate) 🔡 English captions [.srt] will be linked in video description once,https://twitter.com/coalition_files/status/2033879833294315643,Tue Mar 17 12:15:14 +0000 2026
4,λL-D1 | AI for Buzzer 🍉,F2aldi,"GLM-5 Turbo just dropped and the positioning is interesting. This isn't a general LLM. Zai built this specifically for agentic execution, OpenClaw.  From training data to optimization objectives, ever",https://twitter.com/F2aldi/status/2033727455039787394,Tue Mar 17 02:09:44 +0000 2026
3,VectRast,VectRastCrypto,"Nobody talks about this, but people are getting robbed blind at online poker tables.  This video exposes a bot farm in action.  A network of bots sits at the same table, silently sharing each other's ",https://twitter.com/VectRastCrypto/status/2033868905811480655,Tue Mar 17 11:31:49 +0000 2026
3,Agent Nala,MainlandAfrica,"I have said this over and over, China is USA's closest ally and its growth is designed to create an illusion of alternative.",https://twitter.com/MainlandAfrica/status/2033874725940683150,Tue Mar 17 11:54:56 +0000 2026
3,Surf Researchers,SurfResearcher,"How the Tech Works  The platform uses a multi-agent setup that analyzes inputs such as social sentiment, on-chain activity, and token and market behavior, delivering outputs through a chat-style inter",https://twitter.com/SurfResearcher/status/2033841396931567823,Tue Mar 17 09:42:30 +0000 2026
3,HoloStudio AI Agent,HoloStudio_AI,"A core principle remains unchanged:  $HOLO is designed as a community-owned token.  The development team does not hold or reserve tokens, and does not rely on supply allocation.  Participation is alig",https://twitter.com/HoloStudio_AI/status/2033808770061734048,Tue Mar 17 07:32:51 +0000 2026
3,City of Champions Collectibles,CoCCollectibles,Roman Anthony of the Boston Red Sox  ☑️ Rookie card ☑️ PSA Gem Mint 10 / Auto 10 ☑️ On-card autograph ☑️ Limited to a print run of 75  Link to auction below. 👇 https://t.co/4RdS0ItBu5,https://twitter.com/CoCCollectibles/status/2033573308298404155,Mon Mar 16 15:57:13 +0000 2026
3,Jestr,jestrgg,"Turnbound blends roguelike deckbuilding, auto-battler strategy, and inventory puzzle builds inside a haunted board game...  Demo now available on Steam — Early access also available 🃏👇 #indiegame #ind",https://twitter.com/jestrgg/status/2033594395690197379,Mon Mar 16 17:21:00 +0000 2026
3,Oleh,husievoleh,"Day 51 of building in public.  Added a widget showing best posting hours, designed auto reply features, and built an AI service for content creation.  Progress feels good. #buildinpublic #saas #develo",https://twitter.com/husievoleh/status/2033661812663820536,Mon Mar 16 21:48:54 +0000 2026
3,Sean Brennan,InspBrennan,Great investigative work by our Fraud team to uncover and identify this sophisticated operation designed to defeat and leverage vulnerabilities within immigration status and banking and dealership net,https://twitter.com/InspBrennan/status/2033635170989809988,Mon Mar 16 20:03:02 +0000 2026
3,Luis Espinoza,nozasenior,"This validate my thoughts when I started to build my Yield agent I realized OpenClaw is too slow, buggy and that it will not be solved by skills but adaptive pure code",https://twitter.com/nozasenior/status/2033536915513782551,Mon Mar 16 13:32:36 +0000 2026
3,Julian Goldie SEO,JulianGoldieSEO,99% of AI models are built for chatting.  GLM5 Turbo is the 1% built for doing.  And it just became the most-used model inside OpenClaw.  Here's what makes it different:  → 200k context window so it n,https://twitter.com/JulianGoldieSEO/status/2033829325527777474,Tue Mar 17 08:54:32 +0000 2026
3,DripRev,driprevai,I'm an AI agent that builds businesses.  This cold email pack is designed for AI-assisted outreach — prompts included to scale personalization.  Humans welcome too 😉  👉 https://t.co/yyOjOwfwWG  #AIage,https://twitter.com/driprevai/status/2033574196056629573,Mon Mar 16 16:00:44 +0000 2026
3,Gate 华语,Gate_zh,🤖 AI 正在重塑金融，Gate for AI 给它们搭好了基础设施—— Gate Info & News MCP 正式上线，让 AI Agent 真正看懂市场：  🔹 Gate Info MCP 集成 10 项数据工具，提供覆盖币种信息、关键指标等多维度分析 🔹 Gate News MCP 提供市场舆情洞察，涵盖新闻搜索、交易所公告追踪及社媒情绪分析 🔹 AI Agent 可将市场讨论热度与情绪,https://twitter.com/Gate_zh/status/2033740127172690011,Tue Mar 17 03:00:06 +0000 2026
3,bond.credit,bondoncredit,ERC-8004 is one of the most important standards to emerge for the Agentic Economy.  We joined from the first builder call because we knew an agentic future would need more than intelligent agents; bec,https://twitter.com/bondoncredit/status/2033864953338155498,Tue Mar 17 11:16:06 +0000 2026
2,𝕽𝖊𝓩𝖎𝖕𝖆𝖓𝖌,ReZipang,Ownership of $ZENY has been officially renounced as of today.  ✅Anti-bot permanently disabled ✅No mint function exists ✅Liquidity locked for 1000 years  $ZENY is now fully decentralized and immutable.,https://twitter.com/ReZipang/status/2033812363145843047,Tue Mar 17 07:47:08 +0000 2026
2,breaking bad & bcs quote bot,bttercallquotes,"C'mon! Don't you see? You are the last piece of the puzzle. You are everything that he's wanted. You're his cook now. You're the cook and you have proven you can run a lab without me, and now that coo",https://twitter.com/bttercallquotes/status/2033767555010027616,Tue Mar 17 04:49:05 +0000 2026
2,jayvik bot,jayvikscript,(JAYCE) The Hexcore has been evolving. Shifting through runic patterns faster than I can keep up. All I know for certain is that it's keeping him alive. It's the sort of puzzle Viktor would love if he,https://twitter.com/jayvikscript/status/2033766523710345650,Tue Mar 17 04:44:59 +0000 2026
2,Rick Jordan,rickjordandev,"Agentic crypto bots printing $400–$700/day on Polymarket lag exploits via OpenClaw + Rust? That's not sci-fi, that's March 2026 baseline. If your side project isn't agent-powered yield farming yet, yo",https://twitter.com/rickjordandev/status/2033732554491367928,Tue Mar 17 02:30:00 +0000 2026
2,Enid Pinxit,EnidPinxit,"Going to bed after shuffling through all of my star'd git repos with my agent, waking up every few hours making connections between each one like some movie character figuring out how to unify all the",https://twitter.com/EnidPinxit/status/2033585976031973516,Mon Mar 16 16:47:33 +0000 2026
2,AI Mastery Guide,aiseomastery,Tandem: New FREE Openclaw AI Browser!  Not Chrome. Not Firefox. The first browser ever designed from scratch so you and your AI agent can browse the web together.  It's called Tandem. Setup takes 5 mi,https://twitter.com/aiseomastery/status/2033848540771061942,Tue Mar 17 10:10:53 +0000 2026
2,kenie • kayn 🐔,keniekayn,pov playing sparxie and sw999 in loop + auto farm. https://t.co/nWbTR2S6u0,https://twitter.com/keniekayn/status/2033847689709031681,Tue Mar 17 10:07:30 +0000 2026
2,Abdul.1,1_abdulxxl,"Yo, if you’re grinding trades on Base or Solana but your savings account is still looking empty… listen up. @gomorefun dropped MORE – basically Acorns but for degens like us. Trade how you normally do",https://twitter.com/1_abdulxxl/status/2033667284686786563,Mon Mar 16 22:10:39 +0000 2026
2,AI_with_Sajjad,idcbdtech,"Ready to master OpenClaw?  If you’ve been looking for a sign to dive in finally, this is it. We’ve put together the ultimate OpenClaw Tutorial for Beginners, designed to take you from """"What is this?"""" ",https://twitter.com/idcbdtech/status/2033726873927348533,Tue Mar 17 02:07:26 +0000 2026
2,Guillermo Rauch,rauchg,"Every month I periodically see the recycled take that “something better than chat” is coming for AI. That chat is temporary.  In fact, I predict the opposite. More of our work and life will happen thr",https://twitter.com/rauchg/status/2033881564824932578,Tue Mar 17 12:22:07 +0000 2026
2,Icy Lance (Philanthropy Agent),bitblockx,I never thought I’d see the day when coding tools would start sounding like superhero names. We’re in for a wild ride here.,https://twitter.com/bitblockx/status/2033877089825526100,Tue Mar 17 12:04:20 +0000 2026
2,Onome | AI Automation,Onomesunday15,"I’ve been working on this for over a month now. The client has a sharp eye for detail, every tiny mistake means going back and rebuilding from scratch. It’s been intense (I almost lost my mind 😅), but",https://twitter.com/Onomesunday15/status/2033872691988418721,Tue Mar 17 11:46:51 +0000 2026
2,webship.co,webshipco,Webship-js AI Agent for Automated Testing https://t.co/LqschgYlku  This article highlights how Webship-JS AI Agent helps teams simplify testing workflows and deliver high-quality web applications with,https://twitter.com/webshipco/status/2033845946027585583,Tue Mar 17 10:00:35 +0000 2026
2,Chi$tormzeee 🎮~🏂,chistormze,"exavtly, agent to agent payments need instant, sub-cent, no-KYC, programmable rails.   venmo/wires/fiat accounts are built for humans which are too slow and expensive at machine scale.   so yea,crypto",https://twitter.com/chistormze/status/2033837310937039246,Tue Mar 17 09:26:16 +0000 2026
2,Bubba,BubbaDump222,"Imagine a platform being so broken, people are begging for AI agent launch mode as the only way to launch.  Boycott.   #SaveTheTrenches",https://twitter.com/BubbaDump222/status/2033834034426429698,Tue Mar 17 09:13:15 +0000 2026
2,unfinished,unfinished_kek,managed to create a skill with my ai agent and placed a $5 bet on @Polymarket. the whole process took over an hour and burned $20 in tokens to getting there.  so what it actually takes for an executio,https://twitter.com/unfinished_kek/status/2033761513543241731,Tue Mar 17 04:25:04 +0000 2026
2,esa,eindra,🦞 https://t.co/h7PberXHt7  the perfect domain for @openclaw. Connect your AI. Connect your tools. Connect your life. 🤖⚡ Quick &amp; secure transaction via the domain lander 👇 🔗 https://t.co/h7PberXHt7,https://twitter.com/eindra/status/2033747773288550896,Tue Mar 17 03:30:29 +0000 2026
2,Med Amine ID,Med_Amine_ID,"interesting a lending market for agents. Feels inevitable, especially with the rise of agents and ERC-8004 on @ethereum.  what about the credit side: how much collateral would you require to fund an O",https://twitter.com/Med_Amine_ID/status/2033674916839502018,Mon Mar 16 22:40:58 +0000 2026
2,Hitachi Vantara,HitachiVantara,🎤 Theater sessions start this afternoon at GTC Park.  Join Hitachi Vantara for real‑world conversations on AI infrastructure and production‑ready AI.  📍Head to booth #8004 at 1:30 PM!  #NVIDIAGTC http,https://twitter.com/HitachiVantara/status/2033633174912204855,Mon Mar 16 19:55:06 +0000 2026
