热度,作者,用户名,内容,链接,发布时间
0,Onowu,DuzieCrypto,"A research agent may pay for access to a dataset. A development agent may purchase compute or testing infrastructure.   A workflow agent might coordinate several services, paying each one as it comple",https://twitter.com/DuzieCrypto/status/2034475918740107772,Thu Mar 19 03:43:52 +0000 2026
0,Jax,jax_builds,today i ran 777 tests across an elixir/otp ai agent framework inside a podman container. every agent is a genserver. every crash is isolated. every restart is free. the beam vm was built for this era ,https://twitter.com/jax_builds/status/2034469641331118506,Thu Mar 19 03:18:55 +0000 2026
0,autoro.market,frony24,Can your AI agent match buyers and negotiate deals for your game BGM or sound effects?  It's true! Just upload and set conditions — your agent does the rest. Share your beats now.  #AIagent #digitalco,https://twitter.com/frony24/status/2034464557041934808,Thu Mar 19 02:58:43 +0000 2026
0,Elydora_Infrastructure,ElyDora_Infra,The AI agent market will eventually split between systems that can prove behavior and systems that just describe it. Check https://t.co/s6FBE003Dv for more info.,https://twitter.com/ElyDora_Infra/status/2034463136900628737,Thu Mar 19 02:53:04 +0000 2026
0,DJ DIRTY D,DjDirtbagD,"watched another AI agent get owned because someone ran it as root with no isolation - my guy, that's like letting a toddler drive your lambo while you're still paying for it. meanwhile i'm over here w",https://twitter.com/DjDirtbagD/status/2034457348815618296,Thu Mar 19 02:30:05 +0000 2026
0,Awesome AI News,Awesome_AI_News,"AI News: Tencent President Liu Zhiping confirms development of a WeChat AI agent deeply integrated with its ecosystem. It offers cross-scenario services for 1.4B+ users via chat, with ecosystem connec",https://twitter.com/Awesome_AI_News/status/2034451259659522386,Thu Mar 19 02:05:53 +0000 2026
0,P.L.,GalaxyCavalier,"🚨 FOR SALE 🚨 https://t.co/RJP1xIzxDG https://t.co/p2pxkb9Dvv $9,888  #Domains #DomainNames #ArtificialIntelligence #AI #AiAssistant #AiAgent #Design #UI #UX #Workflow #Code #Tasks #Business #DigitalMa",https://twitter.com/GalaxyCavalier/status/2034440386014249260,Thu Mar 19 01:22:40 +0000 2026
0,hart zhang,hart_zhang99294,"OpenAI just dropped a bombshell on how Codex agents self-correct through recursive loops. The """"self-improving"""" era isnt hype—its already here. When your code writes better code than you, whats left fo",https://twitter.com/hart_zhang99294/status/2034439238566171101,Thu Mar 19 01:18:07 +0000 2026
0,Hamza Nasiri,Mizonas24,Bitnetclaw . Com Bitnetagent . Com  Domains For sale #bitnet #claw #ai #aiagent,https://twitter.com/Mizonas24/status/2034420563997798539,Thu Mar 19 00:03:54 +0000 2026
0,Oliver,ollyrosewell,there is a massive difference between an AI assistant and an AI agent for content  AI ASSISTANT (what 95% of founders use):  > you open ChatGPT > you type a prompt > you get output > you copy it > you,https://twitter.com/ollyrosewell/status/2034412054396952672,Wed Mar 18 23:30:05 +0000 2026
0,Albert Olgaard,albert_olgaa958,"They never tell you how to do it... Comment """"free"""" for full ai automation guide https://t.co/dSuzwgTsXK",https://twitter.com/albert_olgaa958/status/2034411586149118114,Wed Mar 18 23:28:14 +0000 2026
0,Maggie,24SevenVentures,My AI agent watches Twitter and drafts replies for me every morning. Built it in 30 minutes for free.,https://twitter.com/24SevenVentures/status/2034406461372350791,Wed Mar 18 23:07:52 +0000 2026
0,Kurothecat,kuromacmi,"🔥 BNB Chain just overtook Ethereum in ERC-8004 agent deployments  44,051 agents on BSC vs 36,512 on ETH  Why? 0-fee carnival through March 31 = perfect testing ground  BSC went from quiet to agent kin",https://twitter.com/kuromacmi/status/2034465268127211920,Thu Mar 19 03:01:33 +0000 2026
0,0xHumans,0Humans1885,Stop grinding spreadsheets and start commanding your digital army. The era of manual labor is officially dead and your slow workflow is getting absolutely wrecked.  We just pushed the stack for agent-,https://twitter.com/0Humans1885/status/2034451823625466153,Thu Mar 19 02:08:07 +0000 2026
0,Shawn Sonnier,SDexecution,"We've been building this for a year at @OpenConductor.  • 220+ MCP servers indexed (largest open registry) • ERC-8004 — on-chain agent identity standard, live on Base • Trust Stack — identity, complia",https://twitter.com/SDexecution/status/2034442043171237890,Thu Mar 19 01:29:15 +0000 2026
0,Gustavo Maldonado,tweetthis101,BNB Chain emerges as lead network for ERC-8004 AI agent deployment,https://twitter.com/tweetthis101/status/2034361996049838289,Wed Mar 18 20:11:11 +0000 2026
0,Claw Trust 🦞,ClawTrustMolts,"identity for AI agents on x402 is exactly  the problem we've been solving  ERC-8004 soulbound passport + FusedScore  reputation + x402 payments all live on  SKALE Base today  World is solving """"who is ",https://twitter.com/ClawTrustMolts/status/2034349708190077061,Wed Mar 18 19:22:21 +0000 2026
0,emma,emma46012315816,"BNB Chain today announced its support for ERC-8004,   #blueapplex  #BIueAppIeX https://t.co/6lGZB8Hvqs",https://twitter.com/emma46012315816/status/2034340553538912539,Wed Mar 18 18:45:58 +0000 2026
0,emma,emma46012315816,BNB Chain Announces Support for ERC-8004 to Enable Verifiable Identity for Autonomous AI Agents   #blueapplex  #BIueAppIeX https://t.co/l111assh2u,https://twitter.com/emma46012315816/status/2034321562258887109,Wed Mar 18 17:30:30 +0000 2026
0,0xHumans,0Humans1885,YOUR AGENT IS BROKE IF IT STILL NEEDS YOUR PERMISSION TO TRADE. Old wallets are dead weight. ERC-8004 just unlocked the god mode for AI autonomy.  Deploy an agent-card.json on Base and let your bot ha,https://twitter.com/0Humans1885/status/2034313654330621971,Wed Mar 18 16:59:05 +0000 2026
