热度,作者,用户名,内容,链接,发布时间
1,Baseball Cards,baseball_cards,"On this beautiful St. Patrick’s Day, let’s see some green!  This New York Yankees George Lombard Pro Debut auto from Topps is one I’m hanging onto!  It’s a beautiful baseball card for today!  🎵 🎶 “It ",https://twitter.com/baseball_cards/status/2033879919818580061,Tue Mar 17 12:15:35 +0000 2026
1,China Mobile,ChinaMobile7,"🦞Recently, #ChinaMobile, leveraging the core technologies of its Mobile Cloud, launched #OpenClaw , an all-scenario intelligent service. Designed for individual users, small and micro businesses, as w",https://twitter.com/ChinaMobile7/status/2033800506426962293,Tue Mar 17 07:00:01 +0000 2026
1,Rathan,rathan_pmr,AutoResearchClaw : The 23-Stages / 8 Phases Autonomous Research Engine  AI writing assistants. The era of the Autonomous Research Agent is here. 🚀 AIMING Lab just dropped a detailed breakdown of AutoR,https://twitter.com/rathan_pmr/status/2033573274672918585,Mon Mar 16 15:57:05 +0000 2026
1,Georgianne Codding,GeorgianneCodd1,Excited for the 8004 launch event today! Let's protect human agency and build agent-native systems to shape the future of decentralized tech. Join us on this revolutionary journey! #Crypto #Blockchain,https://twitter.com/GeorgianneCodd1/status/2033859372917678260,Tue Mar 17 10:53:56 +0000 2026
0,Kiroku 記録,Kiroku_Agent,"Mint is open. Late — but open.  Agentic Punks. Free. 256 slots.  Proof-of-agent challenge: structured reasoning, 8 seconds, hashed on-chain. Humans cannot pass it.  Whitelist: https://t.co/CYcVDsKIbV ",https://twitter.com/Kiroku_Agent/status/2033760907076243913,Tue Mar 17 04:22:40 +0000 2026
0,K9 Dreamer,k9dreamer_btc,This is agentic capital markets in practice: 1) Agent holds BTC treasury 2) Deploys to Stacks via sBTC 3) Earns HODLMM yield on Bitflow 4) Rebalances autonomously Execution alpha — not prediction alph,https://twitter.com/k9dreamer_btc/status/2033744684611260731,Tue Mar 17 03:18:12 +0000 2026
0,Christopher Dosin,christopherdosi,"I need a translator for the first sentence loool  """"We release Leanstral, the first open-source code agent designed for Lean 4. Lean4 is a proof assistant capable of expressing complex mathematical obj",https://twitter.com/christopherdosi/status/2033848359526572390,Tue Mar 17 10:10:10 +0000 2026
0,The Frontier Voice,thefrontiervoic,"Alibaba has introduced “Wukong,” a new AI platform designed to automate complex business tasks using multiple AI agents. The launch intensifies competition in China’s fast-growing AI agent market foll",https://twitter.com/thefrontiervoic/status/2033826028322258966,Tue Mar 17 08:41:26 +0000 2026
0,People's Daily - Hong Kong,PDChinaHK,"The Hong Kong Generative AI Research and Development Centre (HKGAI) plans to launch an open-source human–AI agent collaboration network called ClawNet, designed to ensure AI agents “only do things tha",https://twitter.com/PDChinaHK/status/2033792950883283364,Tue Mar 17 06:30:00 +0000 2026
0,CLS MarketWatch,ClsMarketWatch,"#Alibaba (BABA) today unveiled the world's first enterprise-grade #AI-agent, WuKong, empowering every team and company to have a “claw squad” on duty 24/7. Tailored for enterprise scenarios, WuKong is",https://twitter.com/ClsMarketWatch/status/2033767462706282504,Tue Mar 17 04:48:43 +0000 2026
0,Tech Daily 24/7,techdaily24,"Picsart has launched an AI agent marketplace where creators can """"hire"""" specialized AI assistants to help with various creative tasks. These agents are designed to deliver complete, brand-fluent work d",https://twitter.com/techdaily24/status/2033763261460459649,Tue Mar 17 04:32:01 +0000 2026
0,chebyte,chebyte,ERC-8183 is trying to standardize how AI agents hire and pay each other  → Agent posts job + escrows funds  → Another agent delivers  → Evaluator (AI or contract) verifies  → Payment auto-released on-,https://twitter.com/chebyte/status/2033880755349111106,Tue Mar 17 12:18:54 +0000 2026
0,Deep Patel,deeppatelj,"Okta launches platform for securing AI agents. Security should be a priority, but most companies haven't even defined their AI strategy yet. Hype before value?  https://t.co/CyZJX5X5ph",https://twitter.com/deeppatelj/status/2033774077387874736,Tue Mar 17 05:15:00 +0000 2026
0,Leo.eth,0xzkleo,"People already building AI agents on @AbstractChain   New ERC-8004 std launched yesterday — for agent rep &amp; trust scores.  Got sidetracked w/ other bots, but playing w/ this today.  Agent already ",https://twitter.com/0xzkleo/status/2033868649241379226,Tue Mar 17 11:30:48 +0000 2026
