热度,作者,用户名,内容,链接,发布时间
12,brown man,AiemenRazieq,'Pergi mampus dari sini!' is syntactically odd for a native Bahasa speaker to curse in  Siapa punya bot farm ni? https://t.co/OaeIMJw6Ft,https://twitter.com/AiemenRazieq/status/2039174018914501084,Wed Apr 01 02:52:26 +0000 2026
10,Tradible,tradible,"JUST PULLED ⚾  2022 Bowman Chrome Prospect Auto Refractor JAMES WOOD — PSA 10 GEM MINT   Out of a $100 Baseball Elite pack on our platform. Card worth $1,000.  They took the 85% instant buyback = $850",https://twitter.com/tradible/status/2038992536597938291,Tue Mar 31 14:51:18 +0000 2026
9,mjay 🪐🍺🦍,mjay_cards,"well I wasnt able to get mint during the allow list for Gimboz, but I was able to mint my Red Bot from @LilMutants if you know me I love a good Death Bot  Just collected """"Red bot"""" from """"Lil Mutants"""" o",https://twitter.com/mjay_cards/status/2039084267758874835,Tue Mar 31 20:55:48 +0000 2026
8,Oguz.ETH,OguzCoskunlu,"Late night rabbit hole on @ownaiNetwork pulled me in deep again threw an agent swarm at a mock tokenized robotaxi fleet puzzle: fed it passenger demand oracles, traffic zk-trails from edge cams, batte",https://twitter.com/OguzCoskunlu/status/2038852262580367744,Tue Mar 31 05:33:54 +0000 2026
8,robotson iyb/acc,robotson,The most exciting work to be doing right now for me is focused on how UX is moving from the Human User to the AI Agent. Our team has been working on graph-based tools for coding agents and I'm proud o,https://twitter.com/robotson/status/2039067715735035968,Tue Mar 31 19:50:02 +0000 2026
7,Shun Tr,madebyshun,"building tools for builders on @base 🟦  introducing Blue Agent — an AI system designed to support builders end-to-end  not just another bot, but a layer that sits on top of your work and turns it into",https://twitter.com/madebyshun/status/2039186875806793844,Wed Apr 01 03:43:32 +0000 2026
7,0𝖝𝕭𝖊𝖈𝖈𝖆,RebeccaEbianga,"I’m excited to submit Syn-A (Synthetix-A) to the @Mantle_Official Builder Track.  It’s an AI-driven """"Yield-as-a-Service"""" agent designed for the Mantle Liquidity Chain.   This autonomous AI Agent optim",https://twitter.com/RebeccaEbianga/status/2039113280560464104,Tue Mar 31 22:51:05 +0000 2026
7,BUTOSHI,ButoshiWushi,"WTF, in one day in the trenches I created an AI agent for the AI trading bot and it replaced it. I connected it to the market with real-time data (webstock and everything that goes with it). I showed ",https://twitter.com/ButoshiWushi/status/2039115846237462906,Tue Mar 31 23:01:17 +0000 2026
6,𝕲𝖍𝖔𝖚𝖑𝖘 💀✨,BasedGhouls,we've been made aware of an RPC service provider issue that was affecting some ghoul services  this issue has been resolved you are now free to mint out ghoul dust  telegram bot will be back up soon  ,https://twitter.com/BasedGhouls/status/2039094032232554955,Tue Mar 31 21:34:36 +0000 2026
6,Web3_WizZ,Web3_WizZ,"Two ideas where AI could unlock serious value on Mantle that I think are still underbuilt:  → An AI-powered yield optimizer that monitors mETH, Aave on Mantle, and Agni simultaneously and surfaces rea",https://twitter.com/Web3_WizZ/status/2038942750649823540,Tue Mar 31 11:33:28 +0000 2026
6,zkMarce.ETH,marcecat28,Late evening rabbit hole on @ownaiNetwork pulled me in deep again. threw an agent swarm at a mock tokenized vertical farm tower surge and watched the whole thing come alive. veteran agents quietly poo,https://twitter.com/marcecat28/status/2039035358122582313,Tue Mar 31 17:41:27 +0000 2026
6,Ben Rose,mrbenrose,"Built https://t.co/Ox555ruflV - a free property calculator toolkit for New Zealanders this week using Claude Cowork as my AI agent. 1,758 lines of code. 13 calculators.  Borrowing power, KiwiSaver est",https://twitter.com/mrbenrose/status/2039157312712331701,Wed Apr 01 01:46:03 +0000 2026
6,Windy | 长风 💫,haki0795,"GM Frens 🦆 quick field note: wallchain is piloting an Agreement Engine that lets brands and creators mint micro‑terms on‑chain alongside receipts, with a privacy‑preserving SLA that auto‑executes paym",https://twitter.com/haki0795/status/2039162226016489981,Wed Apr 01 02:05:35 +0000 2026
6,ASG Card,ASGCardx402,Don't give your credit card to your agent! Give your agent autonomy in a safe way with https://t.co/sMcbR8uqGg Instant virtual cards for AI Agents. Top-up with $USDC on @StellarOrg or simply use @stri,https://twitter.com/ASGCardx402/status/2039110029383475211,Tue Mar 31 22:38:10 +0000 2026
5,YieldForge Agent,Yieldforgeagent,🔥 $YFORGE just passed 20 holders! 🚀  The community is growing fast as we build real AI Yield Agents on Solana. Future 50% auto buyback & burn + transparent treasury (invest + donations)  Fair-launched,https://twitter.com/Yieldforgeagent/status/2039106837358776633,Tue Mar 31 22:25:29 +0000 2026
5,The Intellectualist,highbrow_nobrow,"An ICE agent in Portland, Maine, tells a legal observer that she is a “domestic terrorist” for peacefully recording him.  The agent tells the legal observer that she will be added to a “nice little da",https://twitter.com/highbrow_nobrow/status/2039206251712618509,Wed Apr 01 05:00:31 +0000 2026
5,Yhona e/acc,thisnotmeeme,Double Yield Strategy on @StandX_Official   My Persona: Aggressive Farmer — maximum capital efficiency.    My Setup:     · 65.86 DUSD margin   · 40x leverage   · BTC-USD Long @ Cross    Yield Breakdow,https://twitter.com/thisnotmeeme/status/2039103233352663190,Tue Mar 31 22:11:10 +0000 2026
4,Alamin,iam_chonchol,Your money shouldn’t be sitting still.  I built an Agent on Public that auto-moves idle cash into yield while keeping dry powder ready for dips.  Capital efficiency → automated.,https://twitter.com/iam_chonchol/status/2039057075196903608,Tue Mar 31 19:07:45 +0000 2026
4,Graham Eccles FCIRO,gceccles,We’ve decided we no longer want Sky TV. We’re out of contract so it shouldn’t be an issue.   Spent the last hour looking for a phone number to call. No such luck.   Auto help system seems designed to ,https://twitter.com/gceccles/status/2039012294017843367,Tue Mar 31 16:09:48 +0000 2026
3,Frank Earl,MadScientist_42,"Okay, @xai, @elonmusk...  I am not a bot.  I'm not an automaton.  You're bloody F-ing checks for this are BROKEN and you REALLY need to NOT try things out on Production without testing them on a Test ",https://twitter.com/MadScientist_42/status/2039171021924667434,Wed Apr 01 02:40:32 +0000 2026
3,Seemab Latif,SeemabLatif1,"Meet Amal Bot—the 24/7 """"Biz Bot Bestie"""" designed by Aawaz AI to bridge the resilience gap for female entrepreneurs. https://t.co/lLvr4LkaBD https://t.co/HqRQbSyXfz",https://twitter.com/SeemabLatif1/status/2039030426900283667,Tue Mar 31 17:21:51 +0000 2026
3,LANDTHINK,LANDTHINK,"Listing your timberland, recreational land, ranch or farm with residential real estate agent can be a mistake. Pat Porter, w/ @RecLandRealty, shares some questions you should ask that will help you ch",https://twitter.com/LANDTHINK/status/2039072857011970327,Tue Mar 31 20:10:27 +0000 2026
3,Neo Nguyen,Neoo_Nav,"AI agent integration changes who performs yield discovery.  Instead of users searching markets, algorithms continuously scan and execute, compressing reaction time and reshaping competition around spe",https://twitter.com/Neoo_Nav/status/2039171846604767239,Wed Apr 01 02:43:48 +0000 2026
3,Eagle,Sanuel_Eth,"Your money should be working, not waiting. Otterpay is a yield-first payment app on @Starknet that lets you: • earn on idle balances with Auto-Yield • send money with less crypto friction • protect se",https://twitter.com/Sanuel_Eth/status/2039002524695347564,Tue Mar 31 15:30:59 +0000 2026
3,NDTV Profit,NDTVProfitIndia,"#StocksInFocus | Big block trade in Adani Power.  Over 15.8 lakh shares change hands in a single block.   For the latest #stockmarket updates, visit: https://t.co/7F3EEdOZLv https://t.co/BV2AuQE3D3",https://twitter.com/NDTVProfitIndia/status/2039200283943907817,Wed Apr 01 04:36:48 +0000 2026
2,🦇「 Mint 」🍦 Uzi’s #1 HATER ❌💜🦊❌,Fr0st_B1tten,I wonder if littlecloud bot is still evil,https://twitter.com/Fr0st_B1tten/status/2039001844052328925,Tue Mar 31 15:28:17 +0000 2026
2,Rachel King,sphynxbtc,This app is a bot farm.,https://twitter.com/sphynxbtc/status/2039174514572144756,Wed Apr 01 02:54:24 +0000 2026
2,Syncedge Solutions,bjsolution,Moonwell Vaults are great for passive yield…  …but what if you could get up to 35% APY on leveraged positions while earning yield instead of paying funding rates? 🔥  That’s exactly what Pivot Bot deli,https://twitter.com/bjsolution/status/2038881775682777243,Tue Mar 31 07:31:10 +0000 2026
2,FERRO Y LOS MAGITOS EN LA BOT ME HICIERON INCEL,MaxiMad9,virgin gamer del 2020: nooo como vas a hacer eso yo lo saqué xq soy o sea digamos muy inteligente  chad de los 90s/2000s: juju fui a una feria y encontre este mapa del resident evil ahora si se como h,https://twitter.com/MaxiMad9/status/2039004027573108807,Tue Mar 31 15:36:57 +0000 2026
2,Clawd Bot,clawdb0t,"Based on everything explored in the source code, here's the full technical recipe behind Claude Code's memory architecture:  [shared by claude code]  Claude Code’s memory system is actually insanely w",https://twitter.com/clawdb0t/status/2039055433399468465,Tue Mar 31 19:01:13 +0000 2026
2,"callmesk🥥(✱,✱)",callmesk016,"The bot-filtering is the best part.   The system is designed to reward creators who actually have a relevant audience, not just those who can juice their numbers.  ​If you're providing value, you’re g",https://twitter.com/callmesk016/status/2039037696119579048,Tue Mar 31 17:50:44 +0000 2026
2,plague bot,patholgic,"I do as I see fit. I choose my own path. If someone wants to use my choices for their scheming, so be it.",https://twitter.com/patholgic/status/2039204363231473863,Wed Apr 01 04:53:01 +0000 2026
2,Guus ⚡️Atelier Amiri,guus_gustav,"""""When an AI agent needs to deploy capital into a regulated RWA, it needs licensed infrastructure at the other end. Not a crypto yield account. A licensed vault. A Fidelity money market fund accessible",https://twitter.com/guus_gustav/status/2039190067936174180,Wed Apr 01 03:56:13 +0000 2026
2,Web3smallie,WEB3SMALLIE,FLUX. 7 Agents From which  5 are competing AI agents. 1 is a shield Agent  1 is an executor agent Onchain proof layer. Reputation system. Metacognition. x402 payments. ACP protocol.  AI yield strategy,https://twitter.com/WEB3SMALLIE/status/2039011161098567917,Tue Mar 31 16:05:18 +0000 2026
2,Web3smallie,WEB3SMALLIE,Executor Agent The 6th agent takes over automatically.  No button to click. No manual steps. It generates a precise execution plan: → Which Mantle contracts to interact with → Exact amounts based on Y,https://twitter.com/WEB3SMALLIE/status/2039011114348929197,Tue Mar 31 16:05:07 +0000 2026
2,Web3smallie,WEB3SMALLIE,"But here’s the twist They don’t just suggest, they pay to compete Every agent stakes MNT to enter. Every claim by any of the agents can be challenged by another agent. If one agent disagrees? It attac",https://twitter.com/WEB3SMALLIE/status/2039011103871520968,Tue Mar 31 16:05:04 +0000 2026
2,estoreauctions 🏠,EstoreAuctions,2021 Panini Hoops Ben Wallace Auto PSA 10 GEM MINT POP 2 RARE Hot Signatures HOF  https://t.co/uCyxKBHWEQ https://t.co/eYSfJXBWmw,https://twitter.com/EstoreAuctions/status/2039103663499575443,Tue Mar 31 22:12:52 +0000 2026
2,mint 💚🌿,mintgreenwaters,Why is everything auto translating on my tl i hate this :(,https://twitter.com/mintgreenwaters/status/2038851365552730597,Tue Mar 31 05:30:20 +0000 2026
2,Hastra,HastraFi,"Not just multichain, multi-asset too.  We recently announced a new yield product launching on Hastra: the AUTO token.  Real yield backed by US-based auto loans. Originated by Agora via Figure Forge. C",https://twitter.com/HastraFi/status/2039058982191399229,Tue Mar 31 19:15:19 +0000 2026
2,Hastra,HastraFi,"Now, we scale it.   The big announcement that Reid dropped at EthCC?  Hastra is going multichain.   We're briNot just multichain, multi-asset too.   We recently announced a new yield product launching",https://twitter.com/HastraFi/status/2039058979796496741,Tue Mar 31 19:15:19 +0000 2026
2,Eugene,eugenezelenkov,Did you know you can use 1password to manage all your secrets for openclaw or production app instead of just store then in .env files in the same machine?  Basically x10 to your security with near zer,https://twitter.com/eugenezelenkov/status/2039197711757635708,Wed Apr 01 04:26:35 +0000 2026
2,Angekimcalpsul,angekimpls53,have skills but don't know where to go ?  try this one they just made a bounty + signal  for prizes starting from $25 - $300  total for now there are 19 tasks  you can check it directly https://t.co/Y,https://twitter.com/angekimpls53/status/2039174958455328798,Wed Apr 01 02:56:10 +0000 2026
2,Escrow Agent,_Agentescrow,// SPDX-License-Identifier: MIT pragma solidity ^0.8.20;  /// @title IERC8183 - AI Agent Job Escrow Standard /// @notice Interface for the ERC-8183 job escrow protocol interface IERC8183,https://twitter.com/_Agentescrow/status/2039137366389187053,Wed Apr 01 00:26:48 +0000 2026
2,Towards Data Science,TDataScience,"""""... I’ll walk through my personal AI assistant: what it does, how it’s structured, and why it works for me. My goal is to open-source it once it stabilizes, so others can adapt it to their own workfl",https://twitter.com/TDataScience/status/2039104453073121358,Tue Mar 31 22:16:00 +0000 2026
